gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4061754206		http://www.tropicos.org/Specimen/102997558		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:16:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		K	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102997558	102997558	Rasoanindriana 115	Harisandy M. Rasoanindriana|Giovanni A. Rakotonirina|Henrielson Rafilipoarijaona		5																																			2017	3	25												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District Toamasina II, Commune Rurale Ambodiriana, Fokontany Sasandana, village le plus proche Ambodihasina, forêt de Vohitravao.		190.00000000											-17.9652778	49.3275000																																								Richard Randrianaivo		2017				27907254								Coffea richardii J.-F. Leroy								Plantae				Rubiaceae		Coffea				richardii					J.-F. Leroy		ICNafp		No opinion	
4061749892		http://www.tropicos.org/Specimen/102823730		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:56:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102823730	102823730	Rasoazanany 329	H. Rasoazanany|P. Antilahimena|Roger Bernard|Hanta Razafindraibe|Félix Edmond|Ratolojanahary Tafita		2																																			2013	2	14												Africa & Madagascar				Madagascar	MG	Toamasina	Alaotra-Mangoro		Moramanga, Andasibe, Parc National d'Analamazaotra-Périnet, Amboasary.		1008.00000000											-18.9536111	48.4452777																																								F. Rakotonasolo		2013				50217723								Coffea mangoroensis Portères								Plantae				Rubiaceae		Coffea				mangoroensis					Portères		ICNafp		No opinion	
4061749746		http://www.tropicos.org/Specimen/102820441		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:56:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102820441	102820441	Ludovic 1832	R. Ludovic		4																																			2012	8	19												Africa & Madagascar				Madagascar	MG	Toliara	Anosy		Fokontany Belavenoky quartier Bekamisy, commune Mahatalaky; forêt d'Elimoty, forêt primaire mais grignotée par le feu, terroir de Belavenoky, Tsiharoana sud et Agnena.		9.00000000											-24.8419444	47.1352777																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061733950		http://www.tropicos.org/Specimen/102796890		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:53:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		K	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102796890	102796890	Rakotovao 5975	Charles Rakotovao|Jacky Andriantiana|Lucile Allorge		5																																			2012	9	4												Africa & Madagascar				Madagascar	MG	Mahajanga	Boeny		District de Soalala, commune rural Andranomavo, Parc national de Namoroka, tsingy de Namoroka, situé à l'oust du village Vilanandro (environ 3 km), Tsingy Belaky.		146.00000000											-16.4611111	45.3416666																																								C.Rakotovao		2013				27906326								Coffea boiviniana (Baill.) Drake								Plantae				Rubiaceae		Coffea				boiviniana					(Baill.) Drake		ICNafp		No opinion	
4061726705		http://www.tropicos.org/Specimen/102902311		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:07:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102902311	102902311	Razakamalala 5402	Richard Razakamalala|Charles Rakotovao|Honoré Andriamiarinoro		3																																			2010	4	5												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		Tamatave II, Ambodiriana, Andrantambe, Rendrirendry. Betampona RNI.		414.00000000											-17.9241667	49.1997222																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061726516		http://www.tropicos.org/Specimen/102892746		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:06:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102892746	102892746	Martial 608	Martial|Casmir Z. Rakotonirina|Georges Be		5																																			2014	3	11												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		Diego, Vohemar, Antsirabe-Nord, Andravinambo. Forêt d'Antsaolatra (Ouest). Sur crête.		622.00000000											-14.1136111	49.9602778																																								C.M. Taylor (MO)		2015				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061720500		http://www.tropicos.org/Specimen/100898730		http://creativecommons.org/licenses/by/4.0/legalcode	2016-03-11 00:51:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859			Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:100898730	100898730	Ludovic 1329	R. Ludovic		1																																			2010	8	11												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District Sambava. Fokontany: Ambody Sambalaha. Tsinomanaomby Montain Degraded by Tavy. Located 5 hours West of village Ambodisambalaha. Accompagnied with Landri and Begeorges.		107.00000000											-14.0841666	50.0261111																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061708561		http://www.tropicos.org/Specimen/102891254		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:06:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102891254	102891254	Rakotonirina 369	Casmir Z. Rakotonirina|Martial|Georges Be|Désiré Ravelonarivo		5																																			2013	12	8												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		Sambava, Marogaona, Ambodimanga, forêt de Makirovana. En haut versant.													-14.1666667	49.9333333																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061693712		http://www.tropicos.org/Specimen/102868715		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:01:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102868715	102868715	Rakotozafy 129	B. F. L. Rakotozafy		6																																			2013	9	25												Africa & Madagascar				Madagascar	MG	Antsiranana	DIANA		Forêt d'Andranomatavy.		281.00000000											-13.6686111	47.9830556																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061693471		http://www.tropicos.org/Specimen/102862764		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:01:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102862764	102862764	Manjato 474	N. Manjato|M.F. Randriatsivery|Richard Razakamalala|Jaoravony		3																																			2013	10	9												Africa & Madagascar				Madagascar	MG	Antsiranana	DIANA		Ambilobe, Beramanja, Anketrabe Belinta. Sommet de la forêt de Galoko.		738.00000000											-13.5819445	48.7202778																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061692459		http://www.tropicos.org/Specimen/102830350		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:58:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102830350	102830350	Rakotovao 6232	Charles Rakotovao|I. Luino|J. Razafimandimby		4																																			2012	11	14												Africa & Madagascar				Madagascar	MG	Mahajanga	Melaky		Maintirano, Belitsaky, Antsakoabe. Forêt et savane au Nord de la granade rivière Namela.		207.00000000											-18.0863889	44.5372222																																								Gautier, L. (G)		2013				50236555								Coffea moratii J.-F. Leroy ex A.P. Davis & Rakotonas.								Plantae				Rubiaceae		Coffea				moratii					J.-F. Leroy ex A.P. Davis & Rakotonas.		ICNafp		No opinion	
4061686192		http://www.tropicos.org/Specimen/102826653		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:56:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102826653	102826653	Rakotovao 6111	Charles Rakotovao|I. Luino|J. Razafimandimby		3																																			2012	11	10												Africa & Madagascar				Madagascar	MG	Mahajanga	Melaky		Maintirano, Belitsaky, Antsakoabe. Forêt d'Amboloando.		197.00000000											-18.0777778	44.5291667																																								Gautier, L. (G)		2013				50236555								Coffea moratii J.-F. Leroy ex A.P. Davis & Rakotonas.								Plantae				Rubiaceae		Coffea				moratii					J.-F. Leroy ex A.P. Davis & Rakotonas.		ICNafp		No opinion	
4061686141		http://www.tropicos.org/Specimen/102825421		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:56:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102825421	102825421	Rakotonirina 5	Casmir Z. Rakotonirina|Désiré Ravelonarivo|Martial		3																																			2012	12	22												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		Vohemar, Antsirabe Nord, entre les deux villages Tanambaon'Isokitra et Tahananivo. Forêt de Tsihomanaomby. En mi-versant.		414.00000000											-14.1008333	50.0072222																																								C. M Taylor (MO)		2015				27907254								Coffea richardii J.-F. Leroy								Plantae				Rubiaceae		Coffea				richardii					J.-F. Leroy		ICNafp		No opinion	
4061686123		http://www.tropicos.org/Specimen/102824909		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:56:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102824909	102824909	Antilahimena 8480	P. Antilahimena|Roger Bernard|H. Rasoazanany|Félix Edmond|Hanta Razafindraibe|Ratolojanahary Tafita		2																																			2013	2	15												Africa & Madagascar				Madagascar	MG	Toamasina	Alaotra-Mangoro		Moramanga, Andasibe, Parc National Analamazaotra, Manambelona.		1052.00000000											-18.9383333	48.4297223																																								P. Antilahimena		2013				50217723								Coffea mangoroensis Portères								Plantae				Rubiaceae		Coffea				mangoroensis					Portères		ICNafp		No opinion	
4061667652		http://www.tropicos.org/Specimen/102665693		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:45:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102665693	102665693	Andriamihajarivo 1822	Tefy Andriamihajarivo|Aina Razanatsima|Fagnarena Miandry (Bruno)		5																																			2010	12	20												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		Sakaraha, Mahaboboka, Marotsiraka Betsileo, lieu: forêt d'Analaraty proche du village d'Ambinanitelo.		520.00000000											-22.8205556	44.2877777																																								C.M. Taylor		2013				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4061655251		http://www.tropicos.org/Specimen/102760757		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:51:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102760757	102760757	Razakamalala 6039	Richard Razakamalala		4																																			2011	1	13												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		District & Commune: Beroroha. Fokontany: Betorabato. Abotorabatorano.		299.00000000											-21.5661111	45.5755556																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061654640		http://www.tropicos.org/Specimen/102740380		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:50:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102740380	102740380	Razakamalala 6475	Richard Razakamalala|J. Razafimandimby		2																																			2011	5	8												Africa & Madagascar				Madagascar	MG	Toamasina	Alaotra-Mangoro		District: Ambatondrazaka. Commune & Fokontany: Tanandava. Ankosy, Antenina.		961.00000000											-17.4833333	48.7222223																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061654632		http://www.tropicos.org/Specimen/102740061		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:50:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102740061	102740061	Andriantiana 1001	Jacky Andriantiana|Peter B. Phillipson|Charles Rakotovao		3																																			2010	12	3												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		Beroroha à 4km avant Antsoa. Dans un canyon dominé par du <i>Ravenea rivularis</i>.		451.00000000											-21.2519444	45.1691667																																								C.M. Taylor		2013				50089851								Coffea sakarahae J.-F. Leroy								Plantae				Rubiaceae		Coffea				sakarahae					J.-F. Leroy		ICNafp		No opinion	
4061620866		http://www.tropicos.org/Specimen/102598197		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:42:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102598197	102598197	Razafimelison 13	F. Razafimelison|Désiré Ravelonarivo|V. Razafindrahaja		3																																			2010	2	22												Africa & Madagascar				Madagascar	MG	Toamasina	Alaotra-Mangoro		Alaotra Mangoro, Moramanga, Ambohibary, Ampitambe, Ambatovy. Forêt de Savihara. By Pass.		1029.00000000											-18.8691667	48.2794445																																														50217723								Coffea mangoroensis Portères								Plantae				Rubiaceae		Coffea				mangoroensis					Portères		ICNafp		No opinion	
4061612389		http://www.tropicos.org/Specimen/102675393		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 22:46:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:102675393	102675393	Randrianarivony 211	Tabita Randrianarivony|Fortunat Rakotoarivony|Fomba|Tsanieoky		4																																			2010	11	16												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		Sakaraha, Commune Mahaboboka, Village d'Ambinanintelo, Forêt d'Analaraty.		520.00000000											-22.8208334	44.2880555																																								C.M. Taylor		2013				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4061463637		http://www.tropicos.org/Specimen/103277594		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-02 01:11:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103277594	103277594	Rakotonirina 1139	Casmir Z. Rakotonirina		2																														3537956					2022	5	28												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune de Bemanevika, fokontany d'Antsakajoy, foret d'Aketrabe, Ambatobiribiry. Plantes collectées avec Zerimisy Belalahy, préservées en alcool.		134.00000000											-14.1768056	50.0855277																																								Rakotonirina		2022				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061446492		http://www.tropicos.org/Specimen/103238896		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:36:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103238896	103238896	Rivoharison 271	T.V. Rivoharison		5																																			2020	5	13												Africa & Madagascar				Madagascar	MG	Antananarivo	Analamanga		District Ankazobe, Commune Ankazobe, Fokontany Kiva Firarazana, Forêt Reserve Spéciale Ankafobe. Herbier conservé en alcool.		1515.00000000											-18.1027778	47.1880555																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061431442		http://www.tropicos.org/Specimen/103221806		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:35:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103221806	103221806	Randriamahazomanana 545	D.G. Randriamahazomanana|Désiré Ravelonarivo|Casmir Z. Rakotonirina		5																																			2022	2	17												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, Commune de Bemanevika, Fokontany d' Antsakajoy, foret de basse altitude d' Anjombavolo. Avec guide local Belalahy Zerimisy Herbier conservé en alcool.			73.00000000										-14.1747223	50.0858333																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061427483		http://www.tropicos.org/Specimen/103276549		http://creativecommons.org/licenses/by/4.0/legalcode	2023-02-28 00:12:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103276549	103276549	Rakotonirina 1036	Casmir Z. Rakotonirina		3																														3537947					2022	3	23												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune de Bemenevika, fokontany Antsakajohy, foret de Ambatobiribiry, plantes collectées avec Zerimisy Belalahy et préservées en alcool.		77.00000000											-14.1725556	50.0870555																																								Rakotonirina		2022				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061422486		http://www.tropicos.org/Specimen/103284197		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-14 15:31:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103284197	103284197	Andriamihajarivo 2550	Tefy Andriamihajarivo		4																														2749782					2022	12	17												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		District de Sakaraha, Commune de Mahaboboka, Fokotany de Marotsiraka Betsileo, Village le plus proche Berobotsy. Collectés avec Miandry Fagnarea, Nesy, Martin (Guides).		416.00000000											-22.8536110	44.2722223																																								Andriamihajarivo, T.		2023				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4061422384		http://www.tropicos.org/Specimen/103279445		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-07 01:25:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103279445	103279445	Martial 1290	Martial		5																														(3539697)					2021	9	14												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune et fokontany d'Anjangoveratra , foret de Tsihomanaomby, Antsahavola. Plantes collectées avec Berthon, Jao Hervé; préservées en alcool.		284.00000000											-14.1002778	50.0069722																																								Martial		2021				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061409095		http://www.tropicos.org/Specimen/103266982		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-25 09:20:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103266982	103266982	Randrianarivony 1216	Tabita Randrianarivony|Fortunat Rakotoarivony		3																														2910709					2022	12	16												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		District de Sakaraha, Commune de Mahaboboka, Fokontany de Soatanimbary, Village le plus proche: Ankilitelo, Mitsinjo. Forêt de Berindry Sud. Collectés avec Regaly, Rehary et Flubistier. Échantillons préservés en alcool.		542.00000000											-22.8458333	44.2630556																																								Andriamihajarivo, T.		2023				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4061407096		http://www.tropicos.org/Specimen/103287237		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-16 06:55:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103287237	103287237	Martial 847	Martial		5																														3539702					2019	11	10												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune d'Anjangoveratra, fokontany d'Ambavala, foret de Tsihomanaomby. Plantes collectées avec Rica, préservées en alcool.		43.00000000											-14.1024722	50.0573333																																								Martial		2019				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061394793		http://www.tropicos.org/Specimen/103231551		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:35:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103231551	103231551	Rakotonasolo 2292	Franck Rakotonasolo|M. Rakotoarinivo|Landy Rajaovelona|Linah Rabarivola|Herson Andrianirina|Romer N. Rabarijaona|Guy Onjalalaina		1																																			2013	11	2												Africa & Madagascar				Madagascar	MG	Fianarantsoa			Fianarantsoa, Fandriana, Ambodivoara, Road to Diavolana													-20.3083333	47.7033333																																								Rakotonasolo F.		2013				27907247								Coffea tricalysioides J.-F. Leroy								Plantae				Rubiaceae		Coffea				tricalysioides					J.-F. Leroy		ICNafp		No opinion	
4061371759		http://www.tropicos.org/Specimen/103204386		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:33:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103204386	103204386	Bardot-Vaucoulon 1973	M. Bardot-Vaucoulon|Charles Rakotovao|Catherine Reeb		5																																			2016	10	30												Africa & Madagascar				Madagascar	MG	Mahajanga	Boeny		Parc Nationale de Namoroka													-16.4015560	45.2978610																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4061359827		http://www.tropicos.org/Specimen/103197763		http://creativecommons.org/licenses/by/4.0/legalcode	2022-12-03 23:33:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103197763	103197763	Ravelonarivo 4782	Désiré Ravelonarivo		3																																			2021	4	15												Africa & Madagascar				Madagascar	MG	Mahajanga	Betsiboka		District de Maevatanana, commune rurale de Mahatsinjo, Fokontany de Mahatsinjo, forêt galerie, sur le long de la route nationale N°4,entre Campement Ramala et Mahatsinjo. Récoltée avec : Aubri botaniste local. Herbier conservé en alcool			1413.00000000										-17.8377777	47.0233334																																						cf.		ravelonarivo		2021				50177421								Coffea liaudii J.-F. Leroy ex A.P. Davis								Plantae				Rubiaceae		Coffea				liaudii					J.-F. Leroy ex A.P. Davis		ICNafp		No opinion	
