gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4438884319				http://creativecommons.org/licenses/by-nc/4.0/	2023-11-03T08:23:54Z		https://www.inaturalist.org/observations/189445946	Franck Rakotonasolo					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30598m to protect threatened taxon			https://www.inaturalist.org/observations/189445946	189445946		Franck Rakotonasolo																																	2023-09-21T12:10:18+03:00	12:10:18+03:00						2023-09-21 12:10:18																MG	Toamasina				Alaotra-Mangoro, MG-TM, MG												-19.1898726164	48.3800657706	EPSG:4326	30598																																		422592213				Franck Rakotonasolo		2023-10-30T06:25:12Z				473307								Coffea mangoroensis								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4429954429		http://www.tropicos.org/Specimen/103407029		http://creativecommons.org/licenses/by/4.0/legalcode	2023-10-23 12:51:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		K	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103407029	103407029	Razanatsima 2032	Aina Razanatsima|C. Zafindrafeno		4																																			2019	11	19												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		Atsinanana, Vatomandry, Ambalabe, Ambinanindrano II. Forêt de Vohibe. Récoltés avec Dera et Malina. Échantillons préservés en alcool.		736.00000000											-19.1647222	48.5530556																																								T. Andriamihajarivo (TAN)		2020				27906411								Coffea coursiana J.-F. Leroy								Plantae				Rubiaceae		Coffea				coursiana					J.-F. Leroy		ICNafp		No opinion	
4426957540		http://www.tropicos.org/Specimen/103400622		http://creativecommons.org/licenses/by/4.0/legalcode	2023-10-13 16:04:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		K	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103400622	103400622	Andriamihajarivo 2550	Tefy Andriamihajarivo		4																														2749782					2022	12	17												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		District de Sakaraha, Commune de Mahaboboka, Fokotany de Marotsiraka Betsileo, Village le plus proche Berobotsy. Collectés avec Miandry Fagnarea, Nesy, Martin (Guides).		416.00000000											-22.8536110	44.2722223																																								T. Andriamihajarivo (TAN)		2023				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4420927340				http://creativecommons.org/licenses/by-nc/4.0/	2023-10-04T10:30:48Z		https://www.inaturalist.org/observations/66642769	merveille					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30885m to protect threatened taxon			https://www.inaturalist.org/observations/66642769	66642769		merveille																																	2020-12-15T10:10:58+03:00	10:10:58+03:00						2020-12-15 10:10:58 AM GMT+03:00																MG	Mahajanga				Sofia, MG-MA, MG												-15.4074160266	47.5900082084	EPSG:4326	30885																																		225161869				Franck Rakotonasolo		2021-12-08T20:10:30Z				622296								Coffea bissetiae								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4419829378		http://www.tropicos.org/Specimen/103387372		http://creativecommons.org/licenses/by/4.0/legalcode	2023-09-27 16:17:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		K	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103387372	103387372	Rakotonirina 761	Nivo Rakotonirina|Richard Razakamalala|Rondro Hanitrinitiana Ramananjanahary		4																																			2012	3	1												Africa & Madagascar				Madagascar	MG	Toliara	Anosy		Anosy, Fort-Dauphin, Mahatalaky, fokontany Manafiafy. Forêt littorale S17 au bord de la rivière Elimoty.		6.00000000											-24.7963889	47.1661111																																								N. Rakotonirina		2012				27907255								Coffea abbayesii J.-F. Leroy								Plantae				Rubiaceae		Coffea				abbayesii					J.-F. Leroy		ICNafp		No opinion	
4419822375		http://www.tropicos.org/Specimen/103387373		http://creativecommons.org/licenses/by/4.0/legalcode	2023-09-27 16:17:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		BR	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103387373	103387373	Ratovoson 1798	F. Ratovoson		5																																			2012	2	26												Africa & Madagascar				Madagascar	MG	Toliara	Anosy		Fort Dauphin, Mahatalaky, Belavenoko, S17 ou Vakiasambo, 2,5 km à l’est de Belavenoko.			10.00000000										-24.8427777	47.1361111																																								F. Ratovoson		2012				27907255								Coffea abbayesii J.-F. Leroy								Plantae				Rubiaceae		Coffea				abbayesii					J.-F. Leroy		ICNafp		No opinion	
4416674367				http://creativecommons.org/licenses/by-nc/4.0/	2023-09-21T05:36:38Z		https://www.inaturalist.org/observations/66642038	merveille					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30885m to protect threatened taxon			https://www.inaturalist.org/observations/66642038	66642038		merveille																																	2020-12-15T08:41:22+03:00	08:41:22+03:00						2020-12-15 8:41:22 AM GMT+03:00																MG	Mahajanga				Sofia, MG-MA, MG												-15.4037320704	47.5042818181	EPSG:4326	30885																																		225162819				Franck Rakotonasolo		2021-12-08T20:16:57Z				622296								Coffea bissetiae								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4416235362		http://www.tropicos.org/Specimen/103382893		http://creativecommons.org/licenses/by/4.0/legalcode	2023-09-25 02:21:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103382893	103382893	Andriambololonera 517	S. Andriambololonera|Hanta Razafindraibe|Richard Razakamalala		3																														2457529					2018	10	17												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District de Toamasina II, Commune d'Ambohitandroho, Fokontany de Mahatsara, Village d'Ambodivoapaka. Forêt d'Analampotsy.		1.00000000											-18.2608333	49.3236111																																								S. Andriambololonera		2023				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4416193431		http://www.tropicos.org/Specimen/103382894		http://creativecommons.org/licenses/by/4.0/legalcode	2023-09-25 02:21:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103382894	103382894	Andriambololonera 517	S. Andriambololonera|Hanta Razafindraibe|Richard Razakamalala		3																														2457529					2018	10	17												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District de Toamasina II, Commune d'Ambohitandroho, Fokontany de Mahatsara, Village d'Ambodivoapaka. Forêt d'Analampotsy.		1.00000000											-18.2608333	49.3236111																																								S. Andriambololonera		2023				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4416185438		http://www.tropicos.org/Specimen/103382892		http://creativecommons.org/licenses/by/4.0/legalcode	2023-09-25 02:20:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103382892	103382892	Andriambololonera 517	S. Andriambololonera|Hanta Razafindraibe|Richard Razakamalala		3																														2457529					2018	10	17												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District de Toamasina II, Commune d'Ambohitandroho, Fokontany de Mahatsara, Village d'Ambodivoapaka. Forêt d'Analampotsy.		1.00000000											-18.2608333	49.3236111																																								S. Andriambololonera		2023				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4407332947				http://creativecommons.org/licenses/by-nc/4.0/	2023-08-31T07:06:21Z		https://www.inaturalist.org/observations/180898623	Andry.A.R					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30885m to protect threatened taxon			https://www.inaturalist.org/observations/180898623	180898623		Andry.A.R																																	2020-12-10T12:02:00+03:00	12:02:00+03:00						2020/12/10 12:02																MG	Mahajanga				Sofia, MG-MA, MG												-15.4873265834	47.5492891152	EPSG:4326	30885																																		402935879				Andry.A.R		2023-08-30T11:43:25Z				622296								Coffea bissetiae								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4177129611				http://creativecommons.org/licenses/by-nc/4.0/	2023-08-14T06:49:43Z		https://www.inaturalist.org/observations/165702121	erickrak					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/165702121	165702121		erickrak																																	2023-05-19T06:57:11+03:00	06:57:11+03:00						2023-05-19 06:57:11																MG	Mahajanga				Betsiboka, MG-MA, MG												-17.11781891	46.01571099	EPSG:4326	15																																		396925968				Franck Rakotonasolo		2023-08-13T20:09:01Z				451985								Coffea perrieri								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4138335098				http://creativecommons.org/licenses/by-nc/4.0/	2023-06-20T12:42:54Z		https://www.inaturalist.org/observations/167340940	Franck Rakotonasolo					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/167340940	167340940		Franck Rakotonasolo																																	2023-05-19T06:57:59+03:00	06:57:59+03:00						2023-05-19 06:57:59																MG	Mahajanga				Betsiboka, MG-MA, MG												-17.1175734513	46.015692791	EPSG:4326	12																																		374603349				Franck Rakotonasolo		2023-06-14T10:38:31Z				451985								Coffea perrieri								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4137997535				http://creativecommons.org/licenses/by-nc/4.0/	2023-06-20T12:42:40Z		https://www.inaturalist.org/observations/167341461	Franck Rakotonasolo					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/167341461	167341461		Franck Rakotonasolo																																	2023-05-20T12:45:16+03:00	12:45:16+03:00						2023-05-20 12:45:16																MG	Mahajanga				Betsiboka, MG-MA, MG												-17.0770810638	45.9203966707	EPSG:4326	39																																		375756458				Franck Rakotonasolo		2023-06-17T16:31:00Z				476019								Coffea pervilleana								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4137704080				http://creativecommons.org/licenses/by-nc/4.0/	2023-06-21T11:01:05Z		https://www.inaturalist.org/observations/167000686	Ary_Misa					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/167000686	167000686		Ary_Misa																						Shrub											2023-05-20T10:07:58+03:00	10:07:58+03:00						2023-05-20 10:07:58																MG	Mahajanga				Betsiboka, MG-MA, MG												-17.0788198058	45.9230072983	EPSG:4326	22																																		374534706				nomentsoa		2023-06-14T03:40:44Z				476019								Coffea pervilleana								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4129116320		http://www.tropicos.org/Specimen/103327617		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-07 04:23:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103327617	103327617	Martial 954	Martial		5																														3539717					2020	8	10												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District SAMBAVA, Commune Anjangoveratra, Fokontany Antsahavola, AP Makirovana-Tsihomanaomby, Bloc Tsihomanaomby. Herbier conservé en alcool. Guide local Berthon.		147.00000000											-14.1088611	50.0503611																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4129096338		http://www.tropicos.org/Specimen/103328296		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-08 02:11:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103328296	103328296	Martial 1043	Martial		5																														3539721					2020	11	6												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune rurale d'Anjangoveratra, Antanandava, Belalogno, Makirovana. Plantes préservées en alcool.		432.00000000											-14.1712778	49.9587500																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4129059302		http://www.tropicos.org/Specimen/103327616		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-07 04:23:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103327616	103327616	Martial 954	Martial		5																														3539717					2020	8	10												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District SAMBAVA, Commune Anjangoveratra, Fokontany Antsahavola, AP Makirovana-Tsihomanaomby, Bloc Tsihomanaomby. Herbier conservé en alcool. Guide local Berthon.		147.00000000											-14.1088611	50.0503611																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4129058314		http://www.tropicos.org/Specimen/103328297		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-08 02:11:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103328297	103328297	Martial 1043	Martial		5																														3539721					2020	11	6												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune rurale d'Anjangoveratra, Antanandava, Belalogno, Makirovana. Plantes préservées en alcool.		432.00000000											-14.1712778	49.9587500																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4129049315		http://www.tropicos.org/Specimen/103328295		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-08 02:11:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103328295	103328295	Martial 1043	Martial		5																														3539721					2020	11	6												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune rurale d'Anjangoveratra, Antanandava, Belalogno, Makirovana. Plantes préservées en alcool.		432.00000000											-14.1712778	49.9587500																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4129049302		http://www.tropicos.org/Specimen/103327618		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-07 04:23:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103327618	103327618	Martial 954	Martial		5																														3539717					2020	8	10												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District SAMBAVA, Commune Anjangoveratra, Fokontany Antsahavola, AP Makirovana-Tsihomanaomby, Bloc Tsihomanaomby. Herbier conservé en alcool. Guide local Berthon.		147.00000000											-14.1088611	50.0503611																																								Martial		2020				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4126264371		http://www.tropicos.org/Specimen/103326286		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-02 02:45:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103326286	103326286	Randrianasolo 1765	Armand Randrianasolo		1765																														2587834					2023	5	9												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District of Vatomandry, Commune of Ambalabe, Fokontany Ambinanindrano II. Vohibe forest, west of Foara Toby		635.00000000											-19.1594444	48.5800000																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4126236438		http://www.tropicos.org/Specimen/103326284		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-02 02:45:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		TAN	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103326284	103326284	Randrianasolo 1765	Armand Randrianasolo		1765																														2587834					2023	5	9												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District of Vatomandry, Commune of Ambalabe, Fokontany Ambinanindrano II. Vohibe forest, west of Foara Toby		635.00000000											-19.1594444	48.5800000																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4126230420		http://www.tropicos.org/Specimen/103326285		http://creativecommons.org/licenses/by/4.0/legalcode	2023-06-02 02:45:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		P	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103326285	103326285	Randrianasolo 1765	Armand Randrianasolo		1765																														2587834					2023	5	9												Africa & Madagascar				Madagascar	MG	Toamasina	Atsinanana		District of Vatomandry, Commune of Ambalabe, Fokontany Ambinanindrano II. Vohibe forest, west of Foara Toby		635.00000000											-19.1594444	48.5800000																																														40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4073165233				http://creativecommons.org/licenses/by/4.0/	2022-07-12		http://www.botanicalcollections.be/specimen/BR0000027661314V	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000027661314V	BR0000027661314V	2830	Razafimandimbison S.														HerbariumSheet																			2020-01-29				2020	01	29	2020-01-29															Madagascar	MG				Diana Region, Antsiranana II District, Montagne des Français New Protected Area													-12.336711	49.353747																																																						Coffea boiviniana (Baill.) Drake								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea				boiviniana							ICBN	accepted name		
4072671787				http://creativecommons.org/licenses/by/4.0/	2022-10-26		http://www.botanicalcollections.be/specimen/BR0000025953145V	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000025953145V	BR0000025953145V	RFB319	Bolliger R.F., Hanitrarivo R.M. & Rakotozafy B.F.L.														HerbariumSheet																			2012-03-22				2012	03	22																Madagascar	MG				Province de Majunga / Mahajanga. Banka, partie sud; Andoloposa.													-18.015555	44.503055																																																						Coffea sp.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea				sp.							ICBN			
4072396496				http://creativecommons.org/licenses/by/4.0/	2022-08-24		http://www.botanicalcollections.be/specimen/BR0000025347630V	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000025347630V	BR0000025347630V	1942	Sylvain Razafimbandimbison, Hanta Razafindraibe & Ulf Swenson														HerbariumSheet																			2018-01-24				2018	01	24		Dry deciduous forest														Madagascar	MG				Zombitsy-Vohibasia National Park; piste Velomihanto												Description: Shrub 1 m tall; young fruits green	-22.888583	44.690055																																																						Coffea humbertii J.-F.Leroy								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea				humbertii							ICBN	accepted name		
4072353488				http://creativecommons.org/licenses/by/4.0/	2022-08-24		http://www.botanicalcollections.be/specimen/BR0000025347418V	Meise Botanic Garden		http://biocol.org/urn:lsid:biocol.org:col:15605	gbif:ih:irn:124997		MeiseBG	BR	Meise Botanic Garden Herbarium		PreservedSpecimen				http://www.botanicalcollections.be/specimen/BR0000025347418V	BR0000025347418V	180	K. Kainulainen, S. Razafimandimbison, H. Razafindraibe, N. Wikström														HerbariumSheet																			2011-03-19				2011	03	19		Dry deciduous forest on sand.														Madagascar	MG				Marofandilia Commune. Kirindy Special Reserve												Description: Tree ca. 3 m. Flower buds only	-20.076667	44.676033																																																						Coffea grevei Drake ex A.Chev.								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea				grevei							ICBN	accepted name		
4067873341					2023-03-23 21:35:27.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p00810216	P00810216		Etono, M.-A.|Ramon, L.|Madjid, H.A.														hb																		53	2020-1-14				2020	1	14							Arbuste, feuille simple opposée, stipule, poilu des 2 cotés, fruit poilu, allongé									madagascar	mg	atsimo-andrefana	Mahaleotse				60											-23.5318	44.1366																																								Ramon														Coffea humbertii J.-F.Leroy												Rubiaceae		Coffea									J.-F.Leroy					
4067859396					2023-10-25 12:23:44.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p00811364	P00811364		Ramon, L.|Nesy, E.														hb																		1511	2021-2-11				2021	2	11							Buisson aux feuilles molles et glabres, pétioles très courts, gros fruit.									madagascar	mg	atsimo-andrefana	Ranomay															-23.57016	44.34978																																								Ramon														Coffea sp.												Rubiaceae		Coffea														
4067849344					1999-08-10 13:29:07.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p00810215	P00810215		Etono, M.-A.|Ramon, L.|Madjid, H.A.														hb																		52	2020-1-14				2020	1	14							Arbre, feuille simple opposée, poilu des 2 cotés, stipule présente, fruit vert allongé									madagascar	mg	atsimo-andrefana	Mahaleotse				60											-23.5318	44.1366																																								Ramon														Coffea humbertii J.-F.Leroy												Rubiaceae		Coffea									J.-F.Leroy					
4067148672				http://creativecommons.org/licenses/by-nc/4.0/	2023-09-25T06:39:41Z		https://www.inaturalist.org/observations/141973642	Andry.A.R					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/141973642	141973642		Andry.A.R																																	2022-10-30T12:30:56+03:00	12:30:56+03:00						2022-10-30 12:30:56 PM GMT+03:00																MG	Mahajanga				Sofia, MG-MA, MG												-14.184006691	48.9642028809	EPSG:4326																																			342730849				Franck Rakotonasolo		2023-03-20T07:42:06Z				466916								Coffea tricalysioides								Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae		Coffea							species							
4062269436		http://www.tropicos.org/Specimen/103284196		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-14 15:31:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103284196	103284196	Andriamihajarivo 2550	Tefy Andriamihajarivo		4																														2749782					2022	12	17												Africa & Madagascar				Madagascar	MG	Toliara	Atsimo-Andrefana		District de Sakaraha, Commune de Mahaboboka, Fokotany de Marotsiraka Betsileo, Village le plus proche Berobotsy. Collectés avec Miandry Fagnarea, Nesy, Martin (Guides).		416.00000000											-22.8536110	44.2722223																																								Andriamihajarivo, T.		2023				27906314								Coffea perrieri Drake ex Jum. & H. Perrier								Plantae				Rubiaceae		Coffea				perrieri					Drake ex Jum. & H. Perrier		ICNafp		No opinion	
4062269323		http://www.tropicos.org/Specimen/103279444		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-07 01:25:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103279444	103279444	Martial 1290	Martial		5																														(3539697)					2021	9	14												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune et fokontany d'Anjangoveratra , foret de Tsihomanaomby, Antsahavola. Plantes collectées avec Berthon, Jao Hervé; préservées en alcool.		284.00000000											-14.1002778	50.0069722																																								Martial		2021				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
4062262476		http://www.tropicos.org/Specimen/103287236		http://creativecommons.org/licenses/by/4.0/legalcode	2023-03-16 06:55:00.0			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PreservedSpecimen				urn:catalog:MO:Tropicos:103287236	103287236	Martial 847	Martial		5																														3539702					2019	11	10												Africa & Madagascar				Madagascar	MG	Antsiranana	SAVA		District de Sambava, commune d'Anjangoveratra, fokontany d'Ambavala, foret de Tsihomanaomby. Plantes collectées avec Rica, préservées en alcool.		43.00000000											-14.1024722	50.0573333																																								Martial		2019				40011705								Coffea L.								Plantae				Rubiaceae		Coffea									L.		ICNafp		Legitimate	
