,specimen_id,longitude,latitude
1586,tsirananae_1586,49.251716,-12.382886
1587,boiviniana_1587,49.201458,-12.208129
1588,bissetiae_1588,46.402183,-15.404856
1589,commersoniana_1589,46.960229,-25.168437
1590,tsirananae_1590,49.266346,-12.314212
1591,tsirananae_1591,49.355849,-12.251702
1592,heimii_1592,49.303872,-12.318289
1593,tsirananae_1593,49.281018,-12.403209
1594,heimii_1594,49.226443,-12.281807
1595,tsirananae_1595,49.297935,-12.30587
1597,tsirananae_1597,49.219958,-12.50737
1598,bissetiae_1598,47.495654,-15.767105
1599,boiviniana_1599,49.349672,-12.917028
1600,resinosa_1600,49.405833,-17.688889
1601,perrieri_1601,47.781762,-14.79531
1602,richardii_1602,50.016389,-14.101111
1603,coursiana_1603,48.553056,-19.164722
1606,dubardii_1606,49.13,-12.57
1607,bonnieri_1607,48.09,-13.76
1608,grevei_1608,44.68,-22.83
1609,grevei_1609,44.83,-22.68
1610,humbertii_1610,44.68,-22.83
1611,commersoniana_1611,46.859733,-25.065583
1612,grevei_1612,44.67,-20.07
1613,humbertii_1613,44.68,-22.88
1614,grevei_1614,44.67,-20.07
1615,resinosa_1615,47.77,-23.04
1616,pterocarpa_1616,44.47,-17.89
1617,pervilleana_1617,44.516667,-18.061111
1619,tetragona_1619,44.516667,-18.061111
1620,perrieri_1620,44.516667,-18.027778
1623,tsirananae_1623,49.340235,-12.302029
1624,tsirananae_1624,49.322727,-12.338667
1625,heimii_1625,49.3425,-12.396327
1626,heimii_1626,49.2757,-12.398991
1627,buxifolia_1627,46.557159,-20.616193
1628,millotii_1628,47.9425,-21.406944
1629,millotii_1629,47.941111,-21.402778
1632,resinosa_1632,47.699444,-23.175556
1634,ambodirianaensis_1634,47.868333,-21.375278
1636,tetragona_1636,47.8675,-21.374722
1637,mangoroensis_1637,47.871111,-21.3775
1641,bissetiae_1641,46.40694,-16.71056
1650,tricalysioides_1650,49.16667,-12.56667
1654,tricalysioides_1654,49.15361,-12.6025
1657,toshii_1657,46.89194,-22.47333
1664,tetragona_1664,47.99889,-13.77222
1685,resinosa_1685,48.60583,-20.35944
1703,tricalysioides_1703,49.15361,-12.6025
1722,dubardii_1722,47.8675,-21.375833
1723,leroyi_1723,47.867778,-21.375
1726,ambodirianaensis_1726,47.867222,-21.376389
1728,pervilleana_1728,47.8675,-21.376389
1730,richardii_1730,47.8675,-21.376389
1731,tsaratanensis_1731,47.867778,-21.375
1735,perrieri_1735,47.867222,-21.376389
1737,perrieri_1737,47.867222,-21.376389
1738,resinosa_1738,47.8675,-21.375833
1740,millotii_1740,47.8675,-21.375833
1741,boiviniana_1741,47.867778,-21.376389
1744,tsirananae_1744,49.322106,-12.239535
1745,arabica_1745,47.526778,-18.930902
1746,resinosa_1746,47.771282,-23.045858
1752,millotii_1752,47.868056,-21.373333
1753,heimii_1753,49.569592,-12.454103
1754,heimii_1754,49.549809,-12.580463
1762,boiviniana_1762,49.300204,-12.374073
1763,richardii_1763,49.459444,-17.705556
1764,dubardii_1764,49.133333,-12.566667
1765,richardii_1765,49.318056,-17.913889
1766,richardii_1766,49.2425,-18.040833
1767,richardii_1767,49.21,-18.006389
1768,millotii_1768,49.198056,-18.036111
1769,perrieri_1769,44.145556,-22.707778
1770,sakarahae_1770,44.136667,-22.683333
1773,resinosa_1773,49.678333,-16.765833
1775,grevei_1775,44.483333,-20.166667
1778,tsirananae_1778,49.3375,-12.323889
1779,bissetiae_1779,46.8,-16.32
1781,bissetiae_1781,46.81,-16.33
1782,boinensis_1782,46.8,-16.3
1785,millotii_1785,48.556111,-19.158611
1787,tricalysioides_1787,49.153889,-12.6025
1788,dubardii_1788,49.1725,-12.487778
1789,dubardii_1789,49.174722,-12.482778
1790,dubardii_1790,49.218333,-12.578889
1791,perrieri_1791,44.561944,-18.111389
1792,bonnieri_1792,49.176111,-12.515556
1794,moratii_1794,44.559167,-18.121944
1795,perrieri_1795,44.472222,-17.939722
1796,tetragona_1796,44.507222,-18.047778
1799,pervilleana_1799,44.561389,-18.117778
1802,boiviniana_1802,49.2875,-12.899444
1803,tricalysioides_1803,49.152222,-12.583611
1804,richardii_1804,49.308889,-17.956667
1805,richardii_1805,49.3275,-17.965278
1806,richardii_1806,49.340278,-18.057222
1812,resinosa_1812,48.343055,-18.791944
1813,millotii_1813,48.292499,-18.866111
1814,liaudii_1814,48.283888,-18.845833
1815,liaudii_1815,48.271944,-18.860555
1816,dubardii_1816,44.749166,-16.958611
1818,buxifolia_1818,47.731666,-19.661388
1820,bissetiae_1820,46.406944,-16.710555
1821,pervilleana_1821,44.561388,-18.117777
1822,perrieri_1822,44.561944,-18.111388
1823,moratii_1823,44.559166,-18.121944
1824,mogenetii_1824,49.172222,-12.526944
1826,boiviniana_1826,46.801111,-16.319444
1827,boiviniana_1827,49.583333,-12.9
1829,bonnieri_1829,49.176111,-12.515555
1831,grevei_1831,43.797499,-23.874999
1832,sahafaryensis_1832,49.319776,-12.348961
1833,tsirananae_1833,49.322867,-12.37262
1834,resinosa_1834,49.6067,-13.2581
1836,tsirananae_1836,49.370555,-12.051886
1837,tsirananae_1837,49.299349,-12.17709
1838,tsirananae_1838,49.286155,-12.355806
1839,tsirananae_1839,49.333392,-12.276174
1840,heimii_1840,49.319958,-12.231176
1841,ankaranensis_1841,49.394219,-12.220198
1842,tsirananae_1842,49.251149,-12.267834
1843,tsirananae_1843,49.389809,-12.366895
1844,heimii_1844,49.202966,-12.221671
1845,heimii_1845,49.398762,-12.38876
1846,tsirananae_1846,49.352042,-12.383784
1847,boiviniana_1847,49.331899,-12.343523
1848,heimii_1848,49.306528,-12.355424
1849,tsirananae_1849,49.397008,-12.255726
1850,boiviniana_1850,49.340043,-12.263782
1851,resinosa_1851,49.606667,-13.258056
1852,commersonia_1852,47.027778,-24.940833
1853,homollei_1853,48.731111,-17.503889
1855,cf_1855,48.766667,-17.5
1857,homollei_1857,48.731111,-17.503889
1860,boiviniana_1860,49.352111,-12.34625
1861,canephora_1861,47.477278,-20.546111
1862,ratsimamangae_1862,49.355,-12.343806
1863,tsirananae_1863,49.220055,-12.254734
1864,heimii_1864,49.387585,-12.322474
1865,heimii_1865,49.435269,-12.278797
1866,buxifolia_1866,47.283333,-18.166667
1867,resinosa_1867,47.773055,-23.042499
1868,magnistipula_1868,48.305833,-18.872222
1869,tricalysioides_1869,47.954722,-19.437499
1870,tricalysioides_1870,47.975555,-19.620833
1871,pervilleana_1871,48.666667,-13.587777
1872,millotii_1872,48.318888,-18.869444
1873,tricalysioides_1873,49.433333,-14.233333
1875,pervilleana_1875,48.666667,-13.587777
1876,abbayesii_1876,46.962222,-24.836667
1878,grevei_1878,47.595555,-15.466667
1879,humbertii_1879,43.665555,-23.066388
1881,grevei_1881,46.817777,-16.314444
1882,commersoniana_1882,46.868333,-25.061944
1883,buxifolia_1883,46.582777,-20.526388
1886,grevei_1886,48.314722,-13.424722
1887,dubardii_1887,49.105,-12.846388
1888,dubardii_1888,49.105,-12.846388
1894,buxifolia_1894,47.090555,-22.726667
1895,bissetiae_1895,46.801111,-16.319444
1896,bissetiae_1896,46.805277,-16.328888
1909,mcphersonii_1909,49.606111,-13.261944
1911,boiviniana_1911,49.24682,-12.370286
1913,bissetiae_1913,46.672742,-16.32475
1914,tsirananae_1914,49.201725,-12.347115
1915,ratsimamangae_1915,49.201402,-12.391143
1916,bissetiae_1916,47.552669,-15.692281
1917,boiviniana_1917,49.233713,-12.257155
1924,dubardii_1924,49.105,-12.8464
1926,richardii_1926,49.555672,-17.626077
1927,buxifolia_1927,47.26181,-18.072757
1928,richardii_1928,49.380748,-17.500201
1930,liaudii_1930,47.52341,-18.947216
1931,moratii_1931,44.418355,-18.188084
1932,tricalysioides_1932,47.909907,-19.298964
1933,richardii_1933,49.506512,-17.636398
1934,buxifolia_1934,46.63298,-20.595751
1935,richardii_1935,49.422757,-17.667906
1936,richardii_1936,49.370938,-17.429905
1937,perrieri_1937,47.01973,-16.763061
1938,arenesiana_1938,48.254139,-19.120401
1939,richardii_1939,49.242218,-18.198825
1940,richardii_1940,49.551854,-17.665406
1941,grevei_1941,44.658621,-20.067504
1942,bertrandii_1942,46.486576,-24.820319
1943,abbayesii_1943,47.1401,-24.835216
1944,toshii_1944,47.071423,-23.638626
1945,perrieri_1945,44.050504,-18.043941
2300,resinosa_2300,47.701944,-23.175278
2341,sakarahae_2341,46.726945,-24.777222
2342,bonnieri_2342,48.092222,-13.761667
2343,richardii_2343,48.9525,-18.824722
2344,perrieri_2344,46.109722,-24.310833
2345,mangoroensis_2345,48.34527,-18.82194
2346,mangoroensis_2346,48.26833,-18.84194
2347,mangoroensis_2347,48.27583,-18.84027
2348,mangoroensis_2348,48.41916,-18.93722
2349,mangoroensis_2349,48.32277,-18.86
2350,mangoroensis_2350,48.27222,-18.89055
2351,mangoroensis_2351,48.34861,-18.79861
2352,liaudii_2352,48.26916,-18.85722
2353,mangoroensis_2353,48.29305,-18.875
2354,liaudii_2354,48.27777,-18.86777
2355,mangoroensis_2355,48.27555,-18.86305
2356,mangoroensis_2356,48.27583,-18.86861
2357,liaudii_2357,48.27555,-18.86277
2358,mangoroensis_2358,48.27555,-18.86277
2366,mangoroensis_2366,48.34055,-18.78694
2367,mangoroensis_2367,48.34055,-18.79416
2368,mangoroensis_2368,48.34166,-18.7875
2369,mangoroensis_2369,48.35694,-18.83527
2370,mangoroensis_2370,48.29638,-18.80138
2371,mangoroensis_2371,48.27805,-18.87277
2372,liaudii_2372,48.271389,-18.859444
2373,grevei_2373,43.565278,-22.876944
2374,mangoroensis_2374,48.34333,-18.79694
2375,mangoroensis_2375,48.284722,-18.818333
2376,mangoroensis_2376,48.34305,-18.82333
2377,richardii_2377,50.03972,-14.10777
2378,perrieri_2378,46.15777,-24.33638
2379,sambavensis_2379,47.06666,-24.83333
2380,commersoniana_2380,46.868333,-25.061944
2381,richardii_2381,49.43333,-17.7
2382,tricalysioides_2382,49.352222,-15.136111
2383,coursiana_2383,49.389722,-13.737222
2384,resinosa_2384,47.733333,-23.166667
2385,resinosa_2385,47.683333,-23.183333
2386,mangoroensis_2386,48.30583,-18.87222
2388,kalobinonensis_2388,48.67,-13.65
2389,tsirananae_2389,49.35805,-12.35083
2390,tsirananae_2390,49.21111,-12.17833
2391,callmanderi_2391,48.67,-13.64
2392,dubardii_2392,44.749167,-16.958611
2393,dubardii_2393,44.732222,-16.931667
2394,heimii_2394,49.35305,-12.37361
2395,tsirananae_2395,49.35305,-12.37361
2396,ratsimamangae_2396,49.355,-12.343889
2397,pervilleana_2397,49.36583,-12.37888
2400,vohemarensis_2400,47.86777,-21.37777
2401,bissetiae_2401,46.41,-16.71
2402,jumellei_2402,49.17361,-12.52388
2403,dubardii_2403,49.10972,-12.90888
2404,heimii_2404,49.45611,-12.58472
2405,mangoroensis_2405,48.29666,-18.8675
2406,liaudii_2406,48.28388,-18.84583
2407,leroyi_2407,49.301389,-14.325556
2408,leroyi_2408,49.31111,-14.30166
2409,leroyi_2409,49.28583,-14.33666
2415,vohemarensis_2415,49.810556,-13.593055
2416,liaudii_2416,48.271945,-18.860556
2417,resinosa_2417,47.700278,-23.178611
2418,bissetiae_2418,45.8,-16.05
2419,richardii_2419,49.45833,-17.70305
2420,humbertii_2420,43.714444,-23.002222
2421,buxifolia_2421,47.004722,-20.089167
2422,resinosa_2422,47.753611,-23.089722
2423,tricalysioides_2423,49.43333,-14.23333
2424,tricalysioides_2424,49.12972,-14.21888
2425,microdubardii_2425,49.56,-13.21
2426,mogenetii_2426,49.06583,-14.22194
2427,boiviniana_2427,49.554167,-13.208889
2428,tsirananae_2428,49.218611,-12.165556
2429,millotii_2429,48.31888,-18.86944
2430,mangoroensis_2430,48.28944,-18.84527
2431,millotii_2431,48.2925,-18.86611
2432,buxifolia_2432,46.44583,-23.42
2433,abbayesii_2433,46.45,-24.36666
2434,commersoniana_2434,46.86527,-25.05527
2435,sambavensis_2435,50.09027,-13.71277
2436,resinosa_2436,48.482222,-20.801944
2437,resinosa_2437,48.554167,-20.3725
2438,resinosa_2438,47.724167,-23.170278
2440,resinosa_2440,49.70611,-16.76055
2453,vohemarensis_2453,49.810556,-13.593055
2462,millotii_2462,49.98194,-15.62083
2463,resinosa_2463,49.256667,-18.565556
2464,resinosa_2464,48.605833,-20.359444
2465,resinosa_2465,49.23388,-18.595
2466,leroyi_2466,48.76777,-17.50694
2467,leroyi_2467,48.72222,-17.54222
2468,richardii_2468,49.25666,-18.56555
2469,resinosa_2469,49.70972,-16.76111
2470,sambavensis_2470,50.09972,-13.72055
2471,sambavensis_2471,50.09777,-13.71805
2472,buxifolia_2472,46.77527,-20.51194
2480,resinosa_2480,49.4,-17.28333
2500,homollei_2500,48.73111,-17.50388
2513,resinosa_2513,47.70027,-23.17666
2514,resinosa_2514,47.70111,-23.17222
2572,sakarahae_2572,44.150278,-22.704444
2573,perrieri_2573,44.156111,-22.718056
2574,sakarahae_2574,44.154167,-22.705833
2575,sakarahae_2575,44.158889,-22.687222
2576,commersoniana_2576,47.001944,-24.944167
2578,arabica_2578,49.618889,-14.613056
2579,sambavensis_2579,49.965833,-14.152778
2580,richardii_2580,50.0,-14.1
2581,toshii_2581,46.955,-22.496667
2582,mangoroensis_2582,48.428333,-18.950556
2583,mangoroensis_2583,48.425278,-18.804167
2584,mangoroensis_2584,48.421111,-18.937778
2585,heimii_2585,49.583333,-12.970278
2586,bonnieri_2586,48.08,-13.75
2587,tetragona_2587,47.99,-13.77
2588,bonnieri_2588,48.08,-13.75
2589,darainensis_2589,49.46,-13.13
2590,microdubardii_2590,49.68,-13.29
2591,pustulata_2591,49.603611,-13.240555
2592,microdubardii_2592,49.55,-13.19
2593,darainensis_2593,49.66,-12.91
2594,mogenetii_2594,49.765833,-13.219722
2595,rupicola_2595,49.55,-13.22
2596,rupicola_2596,49.55,-13.22
2597,mcphersonii_2597,49.679445,-13.289722
2598,microdubardii_2598,49.61,-13.26
2599,pustulata_2599,49.5575,-13.210167
2600,millotii_2600,49.550833,-13.218889
2601,pustulata_2601,49.604444,-13.240278
2602,mogenetii_2602,49.600833,-13.274722
2603,pustulata_2603,49.550278,-13.218333
2604,boiviniana_2604,49.600833,-13.274722
2605,jumellei_2605,49.600833,-13.274722
2606,jumellei_2606,49.600833,-13.274722
2608,sambavensis_2608,48.5825,-19.165
2609,moratii_2609,44.537222,-18.086389
2610,mangoroensis_2610,48.437222,-18.832778
2611,mangoroensis_2611,48.429445,-18.930556
2612,mangoroensis_2612,48.440556,-18.829722
2613,mangoroensis_2613,48.425278,-18.790833
2614,mangoroensis_2614,48.4175,-18.941111
2615,moratii_2615,44.529167,-18.077778
2616,richardii_2616,49.990556,-14.112778
2617,richardii_2617,50.007222,-14.100833
2618,mangoroensis_2618,48.421111,-18.937778
2619,mangoroensis_2619,48.424445,-18.925
2620,mangoroensis_2620,48.429722,-18.938333
2621,mangoroensis_2621,48.443333,-18.9225
2622,mangoroensis_2622,48.445278,-18.953611
2623,mangoroensis_2623,48.158056,-19.047778
2624,boiviniana_2624,45.341667,-16.461111
2625,abbayesii_2625,47.136667,-24.835833
2627,mangoroensis_2627,48.803056,-18.401389
2628,mangoroensis_2628,48.803056,-18.401389
2629,abbayesii_2629,47.136111,-24.842778
2630,sakarahae_2630,45.096667,-21.095278
2631,sakarahae_2631,45.096667,-21.095278
2632,jumellei_2632,44.146944,-22.655278
2633,sakarahae_2633,44.137222,-22.701667
2634,abbayesii_2634,47.166111,-24.796389
2635,mangoroensis_2635,48.290556,-18.85
2636,humbertii_2636,46.981111,-24.884722
2637,sakarahae_2637,45.169167,-21.251944
2638,mangoroensis_2638,48.288889,-18.835555
2649,boiviniana_2649,49.544444,-12.673611
2661,richardii_2661,48.950556,-19.044722
2672,mangoroensis_2672,48.280278,-18.854722
2683,humblotiana_2683,47.863889,-21.3825
2684,heimii_2684,47.863889,-21.3825
2685,minutiflora_2685,47.863889,-21.3825
2686,perrieri_2686,47.863889,-21.3825
2687,homollei_2687,47.863889,-21.3825
2688,perrieri_2688,47.863889,-21.3825
2689,millotii_2689,47.863889,-21.3825
2690,millotii_2690,47.863889,-21.3825
2691,mangoroensis_2691,47.871111,-21.3775
2692,millotii_2692,47.863889,-21.3825
2693,millotii_2693,47.870278,-21.376944
2694,millotii_2694,47.863889,-21.3825
2695,richardii_2695,47.863889,-21.3825
2696,farafanganensis_2696,47.863889,-21.3825
2697,bonnieri_2697,47.863889,-21.3825
2698,coursiana_2698,47.863889,-21.3825
2699,augagneurii_2699,47.863889,-21.3825
2700,dubardii_2700,47.863889,-21.3825
2701,eugenioides_2701,47.863889,-21.3825
2702,abbayesii_2702,47.863889,-21.3825
2720,commersoniana_2720,46.890278,-25.0525
2721,commersoniana_2721,47.021111,-24.941944
2726,commersoniana_2726,46.993889,-24.974167
2727,commersoniana_2727,47.001389,-24.9575
2732,arenesiana_2732,47.928889,-18.919722
2733,millotii_2733,49.861111,-14.401111
2734,buxifolia_2734,47.808611,-19.270833
2735,perrieri_2735,44.288056,-22.820833
2736,richardii_2736,50.041667,-14.101389
2737,perrieri_2737,44.287778,-22.820556
2738,richardii_2738,50.042222,-14.108333
2739,tricalysioides_2739,47.0975,-24.511111
2740,bertrandii_2740,46.674722,-25.122222
2741,mangoroensis_2741,48.279445,-18.846944
2744,homollei_2744,48.581389,-19.163056
2745,mangoroensis_2745,48.279445,-18.869167
2746,perrieri_2746,46.673333,-24.798889
2748,mangoroensis_2748,47.412985,-18.940755
2749,arenesiana_2749,47.5331,-18.939287
2750,grevei_2750,44.497196,-18.032096
2751,tetragona_2751,44.497196,-18.032096
2752,boiviniana_2752,44.568119,-18.057006
2753,humbertii_2753,44.632515,-23.650485
2754,pervilleana_2754,44.497196,-18.032096
2756,tetragona_2756,48.5,-13.78333
2757,tetragona_2757,47.99889,-13.77222
2759,tricalysioides_2759,49.15389,-12.6025
2760,tricalysioides_2760,49.15222,-12.58361
2761,pervilleana_2761,44.56139,-18.11778
2763,tetragona_2763,44.50722,-18.04778
2765,pervilleana_2765,44.31583,-18.03361
2768,perrieri_2768,44.47222,-17.93972
2769,perrieri_2769,44.56194,-18.11139
2772,callmanderi_2772,48.67194,-13.64472
2773,dubardii_2773,49.1725,-12.48778
2774,sambavensis_2774,50.09778,-13.71806
2777,moratii_2777,44.52917,-18.07778
2782,boiviniana_2782,49.2875,-12.89944
2783,moratii_2783,44.55917,-18.12194
2787,bonnieri_2787,49.17611,-12.51556
2788,boiviniana_2788,46.70611,-19.37333
2789,moratii_2789,44.53722,-18.08639
2791,bonnieri_2791,48.08694,-13.75806
2792,bonnieri_2792,48.08972,-13.75889
2793,mangoroensis_2793,48.491446,-18.933058
2794,mangoroensis_2794,48.429993,-18.956738
2795,millotii_2795,49.7904,-16.474388
2796,richardii_2796,49.411718,-17.780204
2801,betamponensis_2801,49.0,-17.0
2802,richardii_2802,49.0,-17.0
2803,resinosa_2803,49.0,-17.0
2804,grevei_2804,44.0,-20.0
2805,toshii_2805,47.0,-23.0
2806,millotii_2806,47.0,-23.0
2807,resinosa_2807,47.0,-23.0
2808,mangoroensis_2808,48.57,-18.12
2809,resinosa_2809,48.7,-13.58
2810,ratsimamangae_2810,49.45,-13.13
2811,mcphersonii_2811,49.7,-13.18
2812,dubardii_2812,49.7,-13.18
2813,dubardii_2813,49.7,-13.18
2814,humbertii_2814,44.58,-22.92
2815,buxifolia_2815,47.25,-21.25
2818,buxifolia_2818,46.63298,-20.595751
2820,mogenetii_2820,49.16667,-12.51667
2821,decaryana_2821,49.16667,-12.95
2822,sambavensis_2822,49.48611,-13.59806
