specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,genus_species,year,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28,layer_29,layer_30,layer_31,layer_32,layer_33,layer_34,layer_35,layer_36,layer_37,layer_38,layer_39,layer_40,layer_41,layer_42,layer_43,layer_44,layer_45,layer_46,layer_47,layer_48,layer_49,layer_50,layer_51,layer_52,layer_53,layer_54,layer_55,layer_56,layer_57,layer_58,layer_59,layer_60,layer_61,layer_62,layer_63,layer_64,layer_65,layer_66,layer_67,layer_68,layer_69,layer_70,layer_71,layer_72,layer_73,layer_74,layer_79,layer_75_Alluvial_&_Lake_deposits,layer_75_Basement_Rocks_(Ign_&_Met),layer_75_Lavas_(including_Basalts_&_Gabbros),layer_75_Mangrove_Swamp,layer_75_Marble_(Cipolin),"layer_75_Mesozoic_Limestones_+_Marls_(inc._""Tsingy"")",layer_75_Quartzites,layer_75_Sandstones,layer_75_Tertiary_Limestones_+_Marls_&_Chalks,layer_75_Ultrabasics,layer_75_Unconsolidated_Sands,layer_75__nodata,layer_76_Alluvio-colluvial_Deposited_Soils,layer_76_Andosols,layer_76_Bare_Rocks,layer_76_Fluvio-marine_Deposited_Soils_-_Mangroves,"layer_76_Highly_Rejuvenated,_Penevoluted_Ferralitic_Soils",layer_76_Humic_Ferralitic_Soils,layer_76_Humic_Rejuvenated_Ferralitic_Soils,layer_76_Hydromorphic_Soils,layer_76_Indurated-Concretion_Ferralitic_Soils,layer_76_Podzolic_Soils_and_Podzols,"layer_76_Poorly_Evolved_Erosion_Soils,_Lithosols",layer_76_Raw_Lithic_Mineral_Soils,layer_76_Red_Ferruginous_Soils,layer_76_Red_Fersiallitic_Soils,layer_76_Rejuvenated_Ferralitic_Soils_with_Degrading_Structure,layer_76_Rejuvenated_Ferralitic_Soils_with_Little_Degrading_Structure,layer_76_Salty_Deposited_Soils,layer_76_Skeletal_Shallow_Eroded_Ferruginous_Soils,layer_76_Typical_Reddish-brown_Ferralitic_Soils_with_Little_Degrading_Structure,layer_76_Vertisols,layer_76_Wind-deposited_Soils,layer_76_Yellow-red_Ferruginous_Soils_(Red_Sands),layer_76_Yellow_Fersiallitic_Soils,layer_76__nodata,layer_77_VegCat_01,layer_77_VegCat_02,layer_77_VegCat_03,layer_77_VegCat_04,layer_77_VegCat_05,layer_77_VegCat_06,layer_77_VegCat_07,layer_77_VegCat_09,layer_77_VegCat_10,layer_77_VegCat_11,layer_77_VegCat_12,layer_77_VegCat_13,layer_77_VegCat_14,layer_77_VegCat_15,layer_77_VegCat_16,layer_77_VegCat_18,layer_77_VegCat_19,layer_77_VegCat_22,layer_77_VegCat_23,layer_77_VegCat_25,layer_77__nodata,layer_78_CoE_E-Betsiboka_S-Maevarano,layer_78_CoE_N-Bemarivo,layer_78_CoE_N-Maevarano_S-Sambirano,layer_78_CoE_N-Mahavavy,layer_78_CoE_N-Mangoky_S-Tsiribihina,layer_78_CoE_N-Sambirano_W-Mahavavy,layer_78_CoE_N-Tsiribihina_W-Betsiboka,layer_78_CoE_S-Bemarivo_N-Mangoro,layer_78_CoE_S-Manampatrana_N-Mananara,layer_78_CoE_S-Mananara,layer_78_CoE_S-Mangoky,layer_78_CoE_S-Mangoro_N-Manampatrana,layer_78_RetDisp_Antainambalana,layer_78_RetDisp_Bemarivo,layer_78_RetDisp_Betsiboka,layer_78_RetDisp_Maevarana_(1/2_N),layer_78_RetDisp_Mahavavy,layer_78_RetDisp_Manampatrana,layer_78_RetDisp_Mananara_du_Sud,layer_78_RetDisp_Mandrare,layer_78_RetDisp_Mangoky,layer_78_RetDisp_Mangoro,layer_78_RetDisp_Onilahy,layer_78_RetDisp_Sambirano,layer_78_RetDisp_Tsiribihina,layer_78__nodata
humbertii J.-F.Leroy_8951,4326,44.1366,-23.5318,POINT (411865.5851767542 7397342.999132204),79,0,True,Coffea humbertii J.-F.Leroy,2020.0,179.0,218.0,207.0,182.0,150.0,134.0,124.0,130.0,152.0,201.0,215.0,221.0,334.0,335.0,338.0,332.0,313.0,289.0,279.0,289.0,310.0,339.0,342.0,344.0,17.0,93.0,49.0,16.0,12.0,11.0,4.0,4.0,9.0,48.0,104.0,124.0,248.0,144.0,65.0,2970.0,344.0,124.0,220.0,277.0,214.0,277.0,207.0,491.0,124.0,4.0,102.0,276.0,17.0,276.0,19.0,136.0,173.0,159.0,125.0,85.0,60.0,49.0,55.0,79.0,139.0,163.0,180.0,1408.0,917.0,12.0,94.0,5.0,354.0,7585.0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pervilleana_8667,4326,45.920397,-17.077081,POINT (597933.4077761312 8111686.841934608),79,0,True,Coffea pervilleana,2023.0,204.0,220.0,218.0,214.0,181.0,158.0,159.0,169.0,185.0,215.0,217.0,218.0,342.0,318.0,322.0,327.0,327.0,316.0,307.0,317.0,330.0,343.0,330.0,316.0,42.0,323.0,269.0,53.0,6.0,2.0,2.0,8.0,11.0,132.0,254.0,461.0,260.0,128.0,69.0,1548.0,343.0,158.0,185.0,273.0,241.0,273.0,237.0,1563.0,461.0,2.0,119.0,847.0,10.0,847.0,12.0,161.0,153.0,151.0,146.0,112.0,84.0,77.0,89.0,113.0,157.0,153.0,145.0,1547.0,688.0,8.0,274.0,3.0,146.0,7699.0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pervilleana_8672,4326,45.923007,-17.07882,POINT (598210.23044008 8111493.13068094),79,0,True,Coffea pervilleana,2023.0,203.0,221.0,219.0,214.0,182.0,159.0,160.0,170.0,186.0,216.0,217.0,219.0,342.0,319.0,323.0,327.0,328.0,316.0,308.0,318.0,331.0,344.0,330.0,316.0,42.0,324.0,270.0,52.0,6.0,2.0,2.0,8.0,10.0,131.0,255.0,463.0,261.0,128.0,69.0,1530.0,344.0,159.0,185.0,273.0,242.0,273.0,238.0,1565.0,463.0,2.0,120.0,849.0,10.0,849.0,12.0,160.0,155.0,153.0,146.0,114.0,85.0,78.0,90.0,114.0,159.0,153.0,146.0,1558.0,697.0,8.0,249.0,3.0,238.0,7755.0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_6802,4326,46.333889,-24.560833,POINT (635084.8917711123 7283025.482374048),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2024.0,161.0,203.0,192.0,174.0,127.0,113.0,112.0,122.0,136.0,179.0,196.0,203.0,317.0,329.0,323.0,314.0,294.0,267.0,267.0,275.0,299.0,324.0,331.0,331.0,30.0,119.0,95.0,31.0,22.0,30.0,17.0,14.0,18.0,80.0,143.0,150.0,232.0,146.0,66.0,3007.0,331.0,112.0,219.0,260.0,201.0,260.0,192.0,749.0,150.0,14.0,82.0,373.0,49.0,373.0,61.0,114.0,154.0,135.0,110.0,68.0,48.0,46.0,52.0,70.0,113.0,137.0,150.0,1203.0,460.0,11.0,253.0,1.0,247.0,7366.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_6858,4326,46.333889,-24.560833,POINT (635084.8917711123 7283025.482374048),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2024.0,161.0,203.0,192.0,174.0,127.0,113.0,112.0,122.0,136.0,179.0,196.0,203.0,317.0,329.0,323.0,314.0,294.0,267.0,267.0,275.0,299.0,324.0,331.0,331.0,30.0,119.0,95.0,31.0,22.0,30.0,17.0,14.0,18.0,80.0,143.0,150.0,232.0,146.0,66.0,3007.0,331.0,112.0,219.0,260.0,201.0,260.0,192.0,749.0,150.0,14.0,82.0,373.0,49.0,373.0,61.0,114.0,154.0,135.0,110.0,68.0,48.0,46.0,52.0,70.0,113.0,137.0,150.0,1203.0,460.0,11.0,253.0,1.0,247.0,7366.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_6916,4326,46.333889,-24.560833,POINT (635084.8917711123 7283025.482374048),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2024.0,161.0,203.0,192.0,174.0,127.0,113.0,112.0,122.0,136.0,179.0,196.0,203.0,317.0,329.0,323.0,314.0,294.0,267.0,267.0,275.0,299.0,324.0,331.0,331.0,30.0,119.0,95.0,31.0,22.0,30.0,17.0,14.0,18.0,80.0,143.0,150.0,232.0,146.0,66.0,3007.0,331.0,112.0,219.0,260.0,201.0,260.0,192.0,749.0,150.0,14.0,82.0,373.0,49.0,373.0,61.0,114.0,154.0,135.0,110.0,68.0,48.0,46.0,52.0,70.0,113.0,137.0,150.0,1203.0,460.0,11.0,253.0,1.0,247.0,7366.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_7584,4326,45.993359,-17.044592,POINT (605715.7257931107 8115243.328301542),79,0,True,Coffea perrieri,2022.0,211.0,227.0,225.0,221.0,189.0,167.0,167.0,177.0,193.0,223.0,225.0,225.0,348.0,324.0,328.0,334.0,334.0,323.0,314.0,324.0,336.0,349.0,337.0,322.0,40.0,331.0,273.0,49.0,5.0,2.0,2.0,7.0,9.0,127.0,253.0,469.0,267.0,126.0,69.0,1513.0,349.0,167.0,182.0,280.0,249.0,280.0,245.0,1567.0,469.0,2.0,122.0,849.0,9.0,849.0,11.0,176.0,166.0,164.0,160.0,123.0,92.0,83.0,97.0,123.0,173.0,169.0,158.0,1690.0,791.0,8.0,144.0,11.0,129.0,7456.0,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_8151,4326,44.272222,-22.853611,POINT (425334.6020387369 7472501.129658243),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,158.0,199.0,187.0,161.0,130.0,110.0,102.0,109.0,133.0,182.0,194.0,200.0,336.0,327.0,329.0,324.0,308.0,281.0,278.0,294.0,317.0,344.0,335.0,332.0,24.0,133.0,85.0,19.0,9.0,8.0,3.0,4.0,8.0,59.0,136.0,175.0,236.0,161.0,66.0,2887.0,344.0,102.0,242.0,264.0,195.0,264.0,195.0,663.0,175.0,3.0,109.0,370.0,15.0,370.0,15.0,123.0,147.0,135.0,107.0,75.0,51.0,45.0,54.0,77.0,128.0,138.0,148.0,1235.0,599.0,11.0,417.0,2.0,118.0,7415.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_8546,4326,46.015711,-17.117819,POINT (608052.495283464 8107129.240210309),79,0,True,Coffea perrieri,2023.0,212.0,227.0,225.0,221.0,189.0,167.0,167.0,177.0,194.0,223.0,224.0,225.0,350.0,326.0,329.0,335.0,334.0,323.0,315.0,325.0,338.0,351.0,338.0,323.0,42.0,327.0,277.0,48.0,5.0,2.0,2.0,8.0,9.0,128.0,259.0,475.0,268.0,128.0,69.0,1531.0,351.0,167.0,184.0,280.0,249.0,280.0,245.0,1582.0,475.0,2.0,121.0,862.0,9.0,862.0,12.0,180.0,168.0,165.0,162.0,123.0,92.0,84.0,98.0,126.0,175.0,169.0,159.0,1705.0,798.0,8.0,137.0,2.0,39.0,7796.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri_8666,4326,46.015693,-17.117573,POINT (608050.7222855763 8107156.467825541),79,0,True,Coffea perrieri,2023.0,212.0,227.0,225.0,221.0,189.0,167.0,167.0,177.0,194.0,223.0,224.0,225.0,350.0,326.0,329.0,335.0,334.0,323.0,315.0,325.0,338.0,351.0,338.0,323.0,42.0,327.0,277.0,48.0,5.0,2.0,2.0,8.0,9.0,128.0,259.0,475.0,268.0,128.0,69.0,1531.0,351.0,167.0,184.0,280.0,249.0,280.0,245.0,1582.0,475.0,2.0,121.0,862.0,9.0,862.0,12.0,180.0,168.0,165.0,162.0,123.0,92.0,84.0,98.0,126.0,175.0,169.0,159.0,1705.0,798.0,8.0,137.0,2.0,39.0,7796.0,17.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9136,4326,44.272222,-22.853611,POINT (425334.6020387369 7472501.129658243),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,158.0,199.0,187.0,161.0,130.0,110.0,102.0,109.0,133.0,182.0,194.0,200.0,336.0,327.0,329.0,324.0,308.0,281.0,278.0,294.0,317.0,344.0,335.0,332.0,24.0,133.0,85.0,19.0,9.0,8.0,3.0,4.0,8.0,59.0,136.0,175.0,236.0,161.0,66.0,2887.0,344.0,102.0,242.0,264.0,195.0,264.0,195.0,663.0,175.0,3.0,109.0,370.0,15.0,370.0,15.0,123.0,147.0,135.0,107.0,75.0,51.0,45.0,54.0,77.0,128.0,138.0,148.0,1235.0,599.0,11.0,417.0,2.0,118.0,7415.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9214,4326,44.272222,-22.853611,POINT (425334.6020387369 7472501.129658243),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,158.0,199.0,187.0,161.0,130.0,110.0,102.0,109.0,133.0,182.0,194.0,200.0,336.0,327.0,329.0,324.0,308.0,281.0,278.0,294.0,317.0,344.0,335.0,332.0,24.0,133.0,85.0,19.0,9.0,8.0,3.0,4.0,8.0,59.0,136.0,175.0,236.0,161.0,66.0,2887.0,344.0,102.0,242.0,264.0,195.0,264.0,195.0,663.0,175.0,3.0,109.0,370.0,15.0,370.0,15.0,123.0,147.0,135.0,107.0,75.0,51.0,45.0,54.0,77.0,128.0,138.0,148.0,1235.0,599.0,11.0,417.0,2.0,118.0,7415.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9215,4326,44.263056,-22.845833,POINT (424389.89161773876 7473357.517090762),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,153.0,194.0,182.0,157.0,126.0,106.0,99.0,105.0,129.0,177.0,189.0,195.0,329.0,321.0,322.0,318.0,302.0,277.0,271.0,287.0,311.0,338.0,328.0,326.0,25.0,135.0,88.0,19.0,9.0,8.0,4.0,4.0,8.0,61.0,142.0,179.0,230.0,159.0,66.0,2848.0,338.0,99.0,239.0,258.0,190.0,258.0,190.0,682.0,179.0,4.0,109.0,382.0,16.0,382.0,16.0,116.0,139.0,127.0,102.0,73.0,50.0,44.0,52.0,74.0,121.0,130.0,139.0,1173.0,541.0,10.0,511.0,20.0,64.0,7633.0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9731,4326,44.272222,-22.853611,POINT (425334.6020387369 7472501.129658243),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,158.0,199.0,187.0,161.0,130.0,110.0,102.0,109.0,133.0,182.0,194.0,200.0,336.0,327.0,329.0,324.0,308.0,281.0,278.0,294.0,317.0,344.0,335.0,332.0,24.0,133.0,85.0,19.0,9.0,8.0,3.0,4.0,8.0,59.0,136.0,175.0,236.0,161.0,66.0,2887.0,344.0,102.0,242.0,264.0,195.0,264.0,195.0,663.0,175.0,3.0,109.0,370.0,15.0,370.0,15.0,123.0,147.0,135.0,107.0,75.0,51.0,45.0,54.0,77.0,128.0,138.0,148.0,1235.0,599.0,11.0,417.0,2.0,118.0,7415.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9737,4326,44.263056,-22.845833,POINT (424389.89161773876 7473357.517090762),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,153.0,194.0,182.0,157.0,126.0,106.0,99.0,105.0,129.0,177.0,189.0,195.0,329.0,321.0,322.0,318.0,302.0,277.0,271.0,287.0,311.0,338.0,328.0,326.0,25.0,135.0,88.0,19.0,9.0,8.0,4.0,4.0,8.0,61.0,142.0,179.0,230.0,159.0,66.0,2848.0,338.0,99.0,239.0,258.0,190.0,258.0,190.0,682.0,179.0,4.0,109.0,382.0,16.0,382.0,16.0,116.0,139.0,127.0,102.0,73.0,50.0,44.0,52.0,74.0,121.0,130.0,139.0,1173.0,541.0,10.0,511.0,20.0,64.0,7633.0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_9772,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,164.0,199.0,189.0,173.0,123.0,106.0,106.0,120.0,135.0,175.0,194.0,200.0,324.0,330.0,324.0,313.0,295.0,264.0,269.0,278.0,304.0,325.0,336.0,333.0,27.0,119.0,107.0,32.0,17.0,18.0,11.0,9.0,14.0,94.0,176.0,183.0,232.0,150.0,65.0,3087.0,336.0,106.0,230.0,260.0,202.0,260.0,190.0,807.0,183.0,9.0,96.0,453.0,34.0,453.0,38.0,121.0,151.0,134.0,109.0,67.0,45.0,45.0,53.0,72.0,111.0,139.0,149.0,1201.0,463.0,10.0,372.0,12.0,271.0,7183.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_10379,4326,45.365556,-21.188611,POINT (537944.0601335384 7656934.283102252),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,163.0,196.0,185.0,172.0,129.0,107.0,106.0,120.0,142.0,181.0,191.0,197.0,326.0,302.0,305.0,300.0,290.0,275.0,262.0,274.0,300.0,326.0,317.0,303.0,31.0,215.0,143.0,23.0,8.0,3.0,3.0,3.0,8.0,83.0,244.0,282.0,227.0,140.0,64.0,2617.0,326.0,106.0,220.0,252.0,190.0,252.0,190.0,1046.0,282.0,3.0,119.0,609.0,9.0,609.0,9.0,121.0,126.0,117.0,101.0,70.0,52.0,45.0,54.0,76.0,117.0,124.0,124.0,1131.0,476.0,8.0,686.0,16.0,212.0,6663.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_10396,4326,44.263056,-22.845833,POINT (424389.89161773876 7473357.517090762),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,153.0,194.0,182.0,157.0,126.0,106.0,99.0,105.0,129.0,177.0,189.0,195.0,329.0,321.0,322.0,318.0,302.0,277.0,271.0,287.0,311.0,338.0,328.0,326.0,25.0,135.0,88.0,19.0,9.0,8.0,4.0,4.0,8.0,61.0,142.0,179.0,230.0,159.0,66.0,2848.0,338.0,99.0,239.0,258.0,190.0,258.0,190.0,682.0,179.0,4.0,109.0,382.0,16.0,382.0,16.0,116.0,139.0,127.0,102.0,73.0,50.0,44.0,52.0,74.0,121.0,130.0,139.0,1173.0,541.0,10.0,511.0,20.0,64.0,7633.0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_10406,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,164.0,199.0,189.0,173.0,123.0,106.0,106.0,120.0,135.0,175.0,194.0,200.0,324.0,330.0,324.0,313.0,295.0,264.0,269.0,278.0,304.0,325.0,336.0,333.0,27.0,119.0,107.0,32.0,17.0,18.0,11.0,9.0,14.0,94.0,176.0,183.0,232.0,150.0,65.0,3087.0,336.0,106.0,230.0,260.0,202.0,260.0,190.0,807.0,183.0,9.0,96.0,453.0,34.0,453.0,38.0,121.0,151.0,134.0,109.0,67.0,45.0,45.0,53.0,72.0,111.0,139.0,149.0,1201.0,463.0,10.0,372.0,12.0,271.0,7183.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_12493,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,164.0,199.0,189.0,173.0,123.0,106.0,106.0,120.0,135.0,175.0,194.0,200.0,324.0,330.0,324.0,313.0,295.0,264.0,269.0,278.0,304.0,325.0,336.0,333.0,27.0,119.0,107.0,32.0,17.0,18.0,11.0,9.0,14.0,94.0,176.0,183.0,232.0,150.0,65.0,3087.0,336.0,106.0,230.0,260.0,202.0,260.0,190.0,807.0,183.0,9.0,96.0,453.0,34.0,453.0,38.0,121.0,151.0,134.0,109.0,67.0,45.0,45.0,53.0,72.0,111.0,139.0,149.0,1201.0,463.0,10.0,372.0,12.0,271.0,7183.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perrieri Drake ex Jum. & H. Perrier_12501,4326,45.365556,-21.188611,POINT (537944.0601335384 7656934.283102252),79,0,True,Coffea perrieri Drake ex Jum. & H. Perrier,2022.0,163.0,196.0,185.0,172.0,129.0,107.0,106.0,120.0,142.0,181.0,191.0,197.0,326.0,302.0,305.0,300.0,290.0,275.0,262.0,274.0,300.0,326.0,317.0,303.0,31.0,215.0,143.0,23.0,8.0,3.0,3.0,3.0,8.0,83.0,244.0,282.0,227.0,140.0,64.0,2617.0,326.0,106.0,220.0,252.0,190.0,252.0,190.0,1046.0,282.0,3.0,119.0,609.0,9.0,609.0,9.0,121.0,126.0,117.0,101.0,70.0,52.0,45.0,54.0,76.0,117.0,124.0,124.0,1131.0,476.0,8.0,686.0,16.0,212.0,6663.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
