,specimen_id,longitude,latitude
2396, ratsimamangae J.-F. Leroy ex A.P. Davis & Rakotonas._2396,49.355,-12.343889
2397, pervilleana (Baill.) Drake_2397,49.36583,-12.37888
2400, vohemarensis A.P. Davis & Rakotonas._2400,47.86777,-21.37777
2401, bissetiae A.P. Davis & Rakotonas._2401,46.41,-16.71
2402, jumellei J.-F. Leroy_2402,49.17361,-12.52388
2403, dubardii Jum._2403,49.10972,-12.90888
2404, heimii J.-F. Leroy_2404,49.45611,-12.58472
2405, mangoroensis Portères_2405,48.29666,-18.8675
2406, liaudii J.-F. Leroy ex A.P. Davis_2406,48.28388,-18.84583
2407, leroyi A.P. Davis_2407,49.301389,-14.325556
2408, leroyi A.P. Davis_2408,49.31111,-14.30166
2409, leroyi A.P. Davis_2409,49.28583,-14.33666
2415, vohemarensis A.P. Davis & Rakotonas._2415,49.810556,-13.593055
2416, liaudii J.-F. Leroy ex A.P. Davis_2416,48.271945,-18.860556
2417, resinosa (Hook. f.) Radlk._2417,47.700278,-23.178611
2418, bissetiae A.P. Davis & Rakotonas._2418,45.8,-16.05
2419, richardii J.-F. Leroy_2419,49.45833,-17.70305
2420, humbertii J.-F. Leroy_2420,43.714444,-23.002222
2421, buxifolia A. Chev._2421,47.004722,-20.089167
2422, resinosa (Hook. f.) Radlk._2422,47.753611,-23.089722
2423, tricalysioides J.-F. Leroy_2423,49.43333,-14.23333
2424, tricalysioides J.-F. Leroy_2424,49.12972,-14.21888
2425, microdubardii A.P. Davis & Rakotonas._2425,49.56,-13.21
2426, mogenetii Dubard_2426,49.06583,-14.22194
2427, boiviniana (Baill.) Drake_2427,49.554167,-13.208889
2428, tsirananae J.-F. Leroy_2428,49.218611,-12.165556
2429, millotii J.-F. Leroy_2429,48.31888,-18.86944
2430, mangoroensis Portères_2430,48.28944,-18.84527
2431, millotii J.-F. Leroy_2431,48.2925,-18.86611
2432, buxifolia A. Chev._2432,46.44583,-23.42
2433, abbayesii J.-F. Leroy_2433,46.45,-24.36666
2434, commersoniana (Baill.) A. Chev._2434,46.86527,-25.05527
2435, sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas._2435,50.09027,-13.71277
2436, resinosa (Hook. f.) Radlk._2436,48.482222,-20.801944
2437, resinosa (Hook. f.) Radlk._2437,48.554167,-20.3725
2438, resinosa (Hook. f.) Radlk._2438,47.724167,-23.170278
2440, resinosa (Hook. f.) Radlk._2440,49.70611,-16.76055
2453, vohemarensis A.P. Davis & Rakotonas._2453,49.810556,-13.593055
2462, millotii J.-F. Leroy_2462,49.98194,-15.62083
2463, resinosa (Hook. f.) Radlk._2463,49.256667,-18.565556
2464, resinosa (Hook. f.) Radlk._2464,48.605833,-20.359444
2465, resinosa (Hook. f.) Radlk._2465,49.23388,-18.595
2466, leroyi A.P. Davis_2466,48.76777,-17.50694
2467, leroyi A.P. Davis_2467,48.72222,-17.54222
2468, richardii J.-F. Leroy_2468,49.25666,-18.56555
2469, resinosa (Hook. f.) Radlk._2469,49.70972,-16.76111
2470, sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas._2470,50.09972,-13.72055
2471, sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas._2471,50.09777,-13.71805
2472, buxifolia A. Chev._2472,46.77527,-20.51194
2480, resinosa (Hook. f.) Radlk._2480,49.4,-17.28333
2500, homollei J.-F. Leroy_2500,48.73111,-17.50388
2513, resinosa (Hook. f.) Radlk._2513,47.70027,-23.17666
2514, resinosa (Hook. f.) Radlk._2514,47.70111,-23.17222
2572, sakarahae J.-F. Leroy_2572,44.150278,-22.704444
2573, perrieri Drake ex Jum. & H. Perrier_2573,44.156111,-22.718056
2574, sakarahae J.-F. Leroy_2574,44.154167,-22.705833
2575, sakarahae J.-F. Leroy_2575,44.158889,-22.687222
2576, commersoniana (Baill.) A. Chev._2576,47.001944,-24.944167
2578, arabica L._2578,49.618889,-14.613056
2579, sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas._2579,49.965833,-14.152778
2580, richardii J.-F. Leroy_2580,50.0,-14.1
2581, toshii A.P. Davis & Rakotonas._2581,46.955,-22.496667
2582, mangoroensis Portères_2582,48.428333,-18.950556
2583, mangoroensis Portères_2583,48.425278,-18.804167
2584, mangoroensis Portères_2584,48.421111,-18.937778
2585, heimii J.-F. Leroy_2585,49.583333,-12.970278
2586, bonnieri Dubard_2586,48.08,-13.75
2587, tetragona Jum. & H. Perrier_2587,47.99,-13.77
2588, bonnieri Dubard_2588,48.08,-13.75
2589, darainensis A.P. Davis & Rakotonas._2589,49.46,-13.13
2590, microdubardii A.P. Davis & Rakotonas._2590,49.68,-13.29
2591, pustulata A.P. Davis & Rakotonas._2591,49.603611,-13.240555
2592, microdubardii A.P. Davis & Rakotonas._2592,49.55,-13.19
2593, darainensis A.P. Davis & Rakotonas._2593,49.66,-12.91
2594, mogenetii Dubard_2594,49.765833,-13.219722
2595, rupicola A.P. Davis & Rakotonas._2595,49.55,-13.22
2596, rupicola A.P. Davis & Rakotonas._2596,49.55,-13.22
2597, mcphersonii A.P. Davis & Rakotonas._2597,49.679445,-13.289722
2598, microdubardii A.P. Davis & Rakotonas._2598,49.61,-13.26
2599, pustulata A.P. Davis & Rakotonas._2599,49.5575,-13.210167
2600, millotii J.-F. Leroy_2600,49.550833,-13.218889
2601, pustulata A.P. Davis & Rakotonas._2601,49.604444,-13.240278
2602, mogenetii Dubard_2602,49.600833,-13.274722
2603, pustulata A.P. Davis & Rakotonas._2603,49.550278,-13.218333
2604, boiviniana (Baill.) Drake_2604,49.600833,-13.274722
2605, jumellei J.-F. Leroy_2605,49.600833,-13.274722
2606, jumellei J.-F. Leroy_2606,49.600833,-13.274722
2608, sambavensis J.-F. Leroy ex A.P. Davis & Rakotonas._2608,48.5825,-19.165
2609, moratii J.-F. Leroy ex A.P. Davis & Rakotonas._2609,44.537222,-18.086389
2610, mangoroensis Portères_2610,48.437222,-18.832778
2611, mangoroensis Portères_2611,48.429445,-18.930556
2612, mangoroensis Portères_2612,48.440556,-18.829722
2613, mangoroensis Portères_2613,48.425278,-18.790833
2614, mangoroensis Portères_2614,48.4175,-18.941111
2615, moratii J.-F. Leroy ex A.P. Davis & Rakotonas._2615,44.529167,-18.077778
2616, richardii J.-F. Leroy_2616,49.990556,-14.112778
2617, richardii J.-F. Leroy_2617,50.007222,-14.100833
2618, mangoroensis Portères_2618,48.421111,-18.937778
2619, mangoroensis Portères_2619,48.424445,-18.925
2620, mangoroensis Portères_2620,48.429722,-18.938333
2621, mangoroensis Portères_2621,48.443333,-18.9225
2622, mangoroensis Portères_2622,48.445278,-18.953611
2623, mangoroensis Portères_2623,48.158056,-19.047778
2624, boiviniana (Baill.) Drake_2624,45.341667,-16.461111
2625, abbayesii J.-F. Leroy_2625,47.136667,-24.835833
2627, mangoroensis Portères_2627,48.803056,-18.401389
2628, mangoroensis Portères_2628,48.803056,-18.401389
2629, abbayesii J.-F. Leroy_2629,47.136111,-24.842778
2630, sakarahae J.-F. Leroy_2630,45.096667,-21.095278
2631, sakarahae J.-F. Leroy_2631,45.096667,-21.095278
2632, jumellei J.-F. Leroy_2632,44.146944,-22.655278
2633, sakarahae J.-F. Leroy_2633,44.137222,-22.701667
2634, abbayesii J.-F. Leroy_2634,47.166111,-24.796389
2635, mangoroensis Portères_2635,48.290556,-18.85
2636, humbertii J.-F. Leroy_2636,46.981111,-24.884722
2637, sakarahae J.-F. Leroy_2637,45.169167,-21.251944
2638, mangoroensis Portères_2638,48.288889,-18.835555
2649, boiviniana (Baill.) Drake_2649,49.544444,-12.673611
2661, richardii J.-F. Leroy_2661,48.950556,-19.044722
2672, mangoroensis Portères_2672,48.280278,-18.854722
2683, humblotiana Baill._2683,47.863889,-21.3825
2684, heimii J.-F. Leroy_2684,47.863889,-21.3825
2685, minutiflora A.P. Davis & Rakotonas._2685,47.863889,-21.3825
2686, perrieri Drake ex Jum. & H. Perrier_2686,47.863889,-21.3825
2687, homollei J.-F. Leroy_2687,47.863889,-21.3825
2688, perrieri Drake ex Jum. & H. Perrier_2688,47.863889,-21.3825
2689, millotii J.-F. Leroy_2689,47.863889,-21.3825
2690, millotii J.-F. Leroy_2690,47.863889,-21.3825
2691, mangoroensis Portères_2691,47.871111,-21.3775
2692, millotii J.-F. Leroy_2692,47.863889,-21.3825
2693, millotii J.-F. Leroy_2693,47.870278,-21.376944
2694, millotii J.-F. Leroy_2694,47.863889,-21.3825
2695, richardii J.-F. Leroy_2695,47.863889,-21.3825
2696, farafanganensis J.-F. Leroy_2696,47.863889,-21.3825
2697, bonnieri Dubard_2697,47.863889,-21.3825
2698, coursiana J.-F. Leroy_2698,47.863889,-21.3825
2699, augagneurii Dubard_2699,47.863889,-21.3825
2700, dubardii Jum._2700,47.863889,-21.3825
2701, eugenioides S. Moore_2701,47.863889,-21.3825
2702, abbayesii J.-F. Leroy_2702,47.863889,-21.3825
2720, commersoniana (Baill.) A. Chev._2720,46.890278,-25.0525
2721, commersoniana (Baill.) A. Chev._2721,47.021111,-24.941944
2726, commersoniana (Baill.) A. Chev._2726,46.993889,-24.974167
2727, commersoniana (Baill.) A. Chev._2727,47.001389,-24.9575
2732, arenesiana J.-F. Leroy_2732,47.928889,-18.919722
2733, millotii J.-F. Leroy_2733,49.861111,-14.401111
2734, buxifolia A. Chev._2734,47.808611,-19.270833
2735, perrieri Drake ex Jum. & H. Perrier_2735,44.288056,-22.820833
2736, richardii J.-F. Leroy_2736,50.041667,-14.101389
2737, perrieri Drake ex Jum. & H. Perrier_2737,44.287778,-22.820556
2738, richardii J.-F. Leroy_2738,50.042222,-14.108333
2739, tricalysioides J.-F. Leroy_2739,47.0975,-24.511111
2740, bertrandii A. Chev._2740,46.674722,-25.122222
2741, mangoroensis Portères_2741,48.279445,-18.846944
2744, homollei J.-F. Leroy_2744,48.581389,-19.163056
2745, mangoroensis Portères_2745,48.279445,-18.869167
2746, perrieri Drake ex Jum. & H. Perrier_2746,46.673333,-24.798889
2748, mangoroensis_2748,47.412985,-18.940755
2749, arenesiana_2749,47.5331,-18.939287
2750, grevei_2750,44.497196,-18.032096
2751, tetragona_2751,44.497196,-18.032096
2752, boiviniana_2752,44.568119,-18.057006
2753, humbertii_2753,44.632515,-23.650485
2754, pervilleana_2754,44.497196,-18.032096
2756, tetragona Jum. & H. Perrier_2756,48.5,-13.78333
2757, tetragona Jum. & H. Perrier_2757,47.99889,-13.77222
2759, tricalysioides J.-F. Leroy_2759,49.15389,-12.6025
2760, tricalysioides J.-F. Leroy_2760,49.15222,-12.58361
2761, pervilleana (Baill.) Drake_2761,44.56139,-18.11778
2763, tetragona Jum. & H. Perrier_2763,44.50722,-18.04778
2765, pervilleana (Baill.) Drake_2765,44.31583,-18.03361
2768, perrieri Jum. & H. Perrier_2768,44.47222,-17.93972
2769, perrieri Jum. & H. Perrier_2769,44.56194,-18.11139
2772, callmanderi A. P. Davis_2772,48.67194,-13.64472
2773, dubardii Jum._2773,49.1725,-12.48778
2774, sambavensis A. P. Davis & Rakotonas._2774,50.09778,-13.71806
2777, moratii A. P. Davis & Rakotonas._2777,44.52917,-18.07778
2782, boiviniana (Baill.) Drake_2782,49.2875,-12.89944
2783, moratii A. P. Davis & Rakotonas._2783,44.55917,-18.12194
2787, bonnieri Dubard_2787,49.17611,-12.51556
2788, boiviniana (Baill.) Drake_2788,46.70611,-19.37333
2789, moratii A. P. Davis & Rakotonas._2789,44.53722,-18.08639
2791, bonnieri Dubard_2791,48.08694,-13.75806
2792, bonnieri Dubard_2792,48.08972,-13.75889
2793, mangoroensis_2793,48.491446,-18.933058
2794, mangoroensis_2794,48.429993,-18.956738
2795, millotii_2795,49.7904,-16.474388
2796, richardii_2796,49.411718,-17.780204
2801, betamponensis Portères & J.-F. Leroy_2801,49.0,-17.0
2802, richardii J.-F. Leroy_2802,49.0,-17.0
2803, resinosa (Hook. f.) Radlk._2803,49.0,-17.0
2804, grevei Drake ex A. Chev._2804,44.0,-20.0
2805, toshii A. P Davis & Rakotonas._2805,47.0,-23.0
2806, millotii J.-F. Leroy_2806,47.0,-23.0
2807, resinosa (Hook. f.) Radlk._2807,47.0,-23.0
2808, mangoroensis Portères_2808,48.57,-18.12
2809, resinosa (Hook. f.) Radlk._2809,48.7,-13.58
2810, ratsimamangae J.-F. Leroy ex A. P. Davis & Rakotonas._2810,49.45,-13.13
2811, mcphersonii A. P. Davis & Rakotonas._2811,49.7,-13.18
2812, dubardii Jum._2812,49.7,-13.18
2813, dubardii Jum._2813,49.7,-13.18
2814, humbertii J.-F. Leroy_2814,44.58,-22.92
2815, buxifolia A. Chev._2815,47.25,-21.25
2818, buxifolia_2818,46.63298,-20.595751
2820, mogenetii_2820,49.16667,-12.51667
2821, decaryana_2821,49.16667,-12.95
2822, sambavensis_2822,49.48611,-13.59806
