specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,specimen_name,env_71_alt_Altitude (meters),env_72_slo_Slope (degrees),env_73_asp_Aspect; clockwise from North (degrees),"env_74_solrad_Solar radiation; computed from altitude, slope and aspect (Wh.m-2.day-1)","env_75_geo_Rock types (categ_vals: 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)","env_76_soi_Soil types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)","env_77_veg_Vegetation types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 23, 25)","env_78_wat_Watersheds (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",env_79_forcov_Percentage of forest cover in 1 km by 1 km grid cells (%)
humbertii_1354,4326,44.0525,-23.188611,POINT (403031.11863257125 7435285.07352595),9,0,False,Coffea_humbertii,347.0,4.0,240.0,7405.0,5.0,15.0,7.0,6.0,0.0
humbertii_1355,4326,44.052778,-23.186389,POINT (403057.9699782292 7435531.262741497),9,0,False,Coffea_humbertii,347.0,4.0,240.0,7405.0,5.0,15.0,7.0,6.0,0.0
humbertii_1356,4326,44.1,-23.133333,POINT (407854.827421936 7441435.847331714),9,0,False,Coffea_humbertii,435.0,3.0,298.0,7536.0,5.0,15.0,7.0,6.0,0.0
humbertii_1357,4326,44.1366,-23.5318,POINT (411865.5851767542 7397342.999132204),9,0,False,Coffea_humbertii,94.0,5.0,354.0,7585.0,1.0,15.0,12.0,6.0,74.0
humbertii_1358,4326,44.155,-23.526389,POINT (413740.3931215149 7397953.261720221),9,0,False,Coffea_humbertii,50.0,0.0,348.0,7310.0,6.0,15.0,6.0,6.0,44.0
humbertii_1359,4326,44.28333,-23.88333,POINT (427039.8714948565 7358505.604018118),9,0,False,Coffea_humbertii,289.0,1.0,238.0,7373.0,2.0,16.0,7.0,6.0,28.0
humbertii_1360,4326,44.283333,-23.883333,POINT (427040.1786009144 7358505.273410659),9,0,False,Coffea_humbertii,289.0,1.0,238.0,7373.0,2.0,16.0,7.0,6.0,28.0
humbertii_1361,4326,44.283333,-23.883334,POINT (427040.1791616499 7358505.162692562),9,0,False,Coffea_humbertii,289.0,1.0,238.0,7373.0,2.0,16.0,7.0,6.0,28.0
humbertii_1362,4326,44.35,-23.733333,POINT (433751.31839803734 7375145.447538908),9,0,False,Coffea_humbertii,235.0,3.0,210.0,7391.0,6.0,15.0,7.0,6.0,0.0
humbertii_1363,4326,44.383333,-23.733333,POINT (437148.7444278406 7375160.563040061),9,0,False,Coffea_humbertii,272.0,1.0,338.0,7404.0,6.0,16.0,6.0,6.0,0.0
humbertii_1364,4326,44.4,-23.833333,POINT (438894.2609943177 7364096.330263505),9,0,False,Coffea_humbertii,313.0,1.0,267.0,7394.0,6.0,16.0,7.0,6.0,0.0
humbertii_1365,4326,44.58,-22.92,POINT (456932.1646449176 7465274.693208166),9,0,False,Coffea_humbertii,578.0,2.0,316.0,7581.0,6.0,16.0,6.0,6.0,0.0
humbertii_1366,4326,44.583333,-22.916667,POINT (457272.8980206097 7465644.630243062),9,0,False,Coffea_humbertii,613.0,3.0,303.0,7623.0,6.0,16.0,6.0,6.0,0.0
humbertii_1367,4326,44.632515,-23.650485,POINT (462522.27672990534 7384420.542847861),9,0,False,Coffea_humbertii,143.0,1.0,312.0,7389.0,6.0,16.0,12.0,6.0,88.0
humbertii_1368,4326,44.63333,-23.66666,POINT (462609.9935729461 7382630.013139516),9,0,False,Coffea_humbertii,138.0,0.0,350.0,7383.0,6.0,16.0,7.0,6.0,3.0
humbertii_1369,4326,44.633333,-23.666667,POINT (462610.3014820892 7382629.2389506595),9,0,False,Coffea_humbertii,138.0,0.0,350.0,7383.0,6.0,16.0,7.0,6.0,3.0
humbertii_1370,4326,44.65,-23.66666,POINT (464309.8785492703 7382634.280755769),9,0,False,Coffea_humbertii,196.0,5.0,318.0,7526.0,6.0,6.0,7.0,6.0,6.0
humbertii_1371,4326,44.68,-22.83,POINT (467164.8675717368 7475263.408898808),9,0,False,Coffea_humbertii,680.0,2.0,288.0,7571.0,6.0,16.0,22.0,6.0,100.0
humbertii_1372,4326,44.68,-22.88,POINT (467176.87430427194 7469728.463659207),9,0,False,Coffea_humbertii,822.0,3.0,228.0,7435.0,6.0,16.0,22.0,6.0,100.0
humbertii_1373,4326,44.681028,-22.878083,POINT (467281.86004469974 7469940.902690305),9,0,False,Coffea_humbertii,822.0,3.0,228.0,7435.0,6.0,16.0,22.0,6.0,100.0
humbertii_1374,4326,44.683333,-22.783333,POINT (467495.80108984094 7480430.099541153),9,0,False,Coffea_humbertii,583.0,3.0,0.0,7677.0,6.0,16.0,22.0,6.0,99.0
humbertii_1375,4326,44.690055,-22.888583,POINT (468210.24437796004 7468780.536558478),9,0,False,Coffea_humbertii,788.0,4.0,123.0,7463.0,6.0,16.0,22.0,6.0,100.0
humbertii_1376,4326,44.7,-22.7,POINT (469187.9200906744 7489658.393686548),9,0,False,Coffea_humbertii,536.0,2.0,297.0,7569.0,6.0,16.0,7.0,6.0,10.0
humbertii_1377,4326,45.1,-20.166667,POINT (510449.473191226 7770072.003606131),9,0,False,Coffea_humbertii,384.0,2.0,267.0,7629.0,6.0,17.0,7.0,19.0,100.0
humbertii_1378,4326,45.116667,-20.183333,POINT (512189.79340511357 7768226.5692138225),9,0,False,Coffea_humbertii,465.0,2.0,36.0,7726.0,6.0,16.0,5.0,19.0,71.0
humblotiana_1379,4326,43.65,-12.3,POINT (353192.30645830755 8639904.09988145),9,9,False,Coffea_humblotiana,,,,,,,,,
humblotiana_1380,4326,45.02758,-12.911156,POINT (502991.87316303834 8572689.006826142),9,9,False,Coffea_humblotiana,,,,,,,,,
humblotiana_1381,4326,45.06667,-12.71667,POINT (507237.9005636514 8594195.40968079),9,5,False,Coffea_humblotiana,483.0,13.0,232.0,7573.0,,,,,
humblotiana_1382,4326,45.07651,-12.71537,POINT (508306.2040700139 8594338.874972142),9,5,False,Coffea_humblotiana,324.0,10.0,222.0,7579.0,,,,,
humblotiana_1383,4326,45.095965,-12.869054,POINT (510412.0086486314 8577343.088121679),9,9,False,Coffea_humblotiana,,,,,,,,,
humblotiana_1384,4326,45.140836,-12.684678,POINT (515291.5127482759 8597730.004124086),9,9,False,Coffea_humblotiana,,,,,,,,,
humblotiana_1385,4326,45.14128,-12.95982,POINT (515323.070599152 8567303.389020931),9,5,False,Coffea_humblotiana,252.0,7.0,123.0,7774.0,,,,,
humblotiana_1386,4326,45.14743,-12.8206,POINT (515998.9315705537 8582698.744490081),9,5,False,Coffea_humblotiana,118.0,3.0,254.0,7882.0,,,,,
humblotiana_1387,4326,45.15794,-12.87556,POINT (517135.7415409968 8576620.300264535),9,5,False,Coffea_humblotiana,509.0,16.0,46.0,8112.0,,,,,
humblotiana_1388,4326,45.16626,-12.87102,POINT (518038.7489377636 8577121.789729126),9,5,False,Coffea_humblotiana,320.0,9.0,346.0,7944.0,,,,,
humblotiana_1389,4326,45.17279,-12.76447,POINT (518755.12103797 8588904.170693189),9,5,False,Coffea_humblotiana,320.0,9.0,317.0,8095.0,,,,,
humblotiana_1390,4326,45.1834,-12.76532,POINT (519906.6977886991 8588809.382725306),9,5,False,Coffea_humblotiana,444.0,12.0,187.0,7515.0,,,,,
humblotiana_1391,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,Coffea_humblotiana,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
humblotiana_1392,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_humblotiana,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
kianjavatensis_1469,4326,47.85,-21.383333,POINT (795524.3418211046 7632745.515120786),9,0,False,Coffea_kianjavatensis,180.0,12.0,1.0,7902.0,10.0,11.0,16.0,3.0,0.0
kianjavatensis_1470,4326,47.85861,-21.38028,POINT (796423.8404643785 7633067.485364974),9,0,False,Coffea_kianjavatensis,60.0,8.0,297.0,7501.0,10.0,11.0,16.0,3.0,0.0
kianjavatensis_1471,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_kianjavatensis,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
kianjavatensis_1472,4326,47.939444,-21.388333,POINT (804794.5894747821 7632020.483498944),9,0,False,Coffea_kianjavatensis,67.0,7.0,241.0,7247.0,10.0,11.0,16.0,3.0,0.0
lancifolia_1499,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_lancifolia,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
lancifolia_1500,4326,49.203333,-17.931666,POINT (945473.0032543314 8012337.278310062),9,0,False,Coffea_lancifolia,321.0,9.0,156.0,7510.0,10.0,11.0,16.0,2.0,13.0
lancifolia_1501,4326,49.203333,-17.931667,POINT (945473.0007453524 8012337.167431456),9,0,False,Coffea_lancifolia,321.0,9.0,156.0,7510.0,10.0,11.0,16.0,2.0,13.0
leroyi_1598,4326,44.01667,-23.25,POINT (399409.9578778764 7428464.11274676),9,0,False,Coffea_leroyi,302.0,3.0,160.0,7360.0,5.0,15.0,7.0,6.0,0.0
leroyi_1599,4326,47.65,-21.283333,POINT (774960.9518859809 7644185.396860678),9,0,False,Coffea_leroyi,461.0,7.0,228.0,7508.0,10.0,10.0,16.0,3.0,1.0
leroyi_1600,4326,47.86666,-21.38333,POINT (797252.9318571833 7632714.379403114),9,0,False,Coffea_leroyi,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
leroyi_1601,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_leroyi,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
leroyi_1602,4326,47.867778,-21.375,POINT (797385.7839571048 7633635.06052695),9,0,False,Coffea_leroyi,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
leroyi_1603,4326,48.72222,-17.54222,POINT (895277.2792882563 8056586.4163518045),9,0,False,Coffea_leroyi,1332.0,16.0,290.0,7945.0,10.0,9.0,14.0,2.0,99.0
leroyi_1604,4326,48.746667,-17.484167,POINT (898003.2319196584 8062969.055546887),9,0,False,Coffea_leroyi,992.0,4.0,16.0,8005.0,10.0,9.0,4.0,2.0,100.0
leroyi_1605,4326,48.76777,-17.50694,POINT (900197.665745068 8060400.887027009),9,0,False,Coffea_leroyi,900.0,0.0,290.0,7891.0,10.0,9.0,16.0,2.0,13.0
leroyi_1606,4326,49.28583,-14.33666,POINT (962529.4980428948 8410750.839723116),9,0,False,Coffea_leroyi,1084.0,15.0,332.0,8277.0,10.0,9.0,14.0,14.0,85.0
leroyi_1607,4326,49.301389,-14.325556,POINT (964234.3420340328 8411950.71432919),9,0,False,Coffea_leroyi,1438.0,5.0,319.0,8187.0,10.0,9.0,6.0,14.0,59.0
leroyi_1608,4326,49.31111,-14.30166,POINT (965334.6274075031 8414580.604863085),9,0,False,Coffea_leroyi,1466.0,14.0,162.0,7496.0,10.0,9.0,14.0,14.0,100.0
leroyi_1609,4326,49.40333,-14.61111,POINT (974646.2146055878 8380078.736227233),9,0,False,Coffea_leroyi,1545.0,23.0,48.0,8194.0,10.0,9.0,16.0,2.0,96.0
leroyi_1610,4326,49.68888,-14.58777,POINT (1005538.5348323456 8382049.198373106),9,0,False,Coffea_leroyi,994.0,22.0,319.0,8176.0,10.0,9.0,14.0,2.0,95.0
leroyi_1611,4326,49.68889,-14.58778,POINT (1005539.5922004149 8382048.066788543),9,0,False,Coffea_leroyi,994.0,22.0,319.0,8176.0,10.0,9.0,14.0,2.0,95.0
millotii_2668,4326,47.0,-23.0,POINT (704992.1724866081 7455081.895663038),9,0,False,Coffea_millotii,544.0,5.0,201.0,7607.0,10.0,10.0,7.0,17.0,0.0
millotii_2669,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,Coffea_millotii,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
millotii_2670,4326,47.866667,-21.383333,POINT (797253.6520891015 7632714.03380194),9,0,False,Coffea_millotii,78.0,6.0,11.0,7706.0,10.0,11.0,16.0,3.0,0.0
millotii_2671,4326,47.867222,-21.376389,POINT (797325.2827298145 7633482.240114497),9,0,False,Coffea_millotii,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
millotii_2672,4326,47.8675,-21.375833,POINT (797355.2531098193 7633543.307278467),9,0,False,Coffea_millotii,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
millotii_2673,4326,47.868333,-21.375278,POINT (797442.8100690977 7633603.212064785),9,0,False,Coffea_millotii,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
millotii_2674,4326,47.870278,-21.376944,POINT (797641.2562474278 7633414.965102602),9,0,False,Coffea_millotii,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
millotii_2675,4326,47.941111,-21.402778,POINT (804937.5607366718 7630416.943896845),9,0,False,Coffea_millotii,211.0,18.0,347.0,8061.0,10.0,11.0,16.0,3.0,18.0
millotii_2676,4326,47.9425,-21.406944,POINT (805073.0091272548 7629952.707314572),9,0,False,Coffea_millotii,465.0,28.0,157.0,6070.0,10.0,11.0,4.0,3.0,47.0
millotii_2677,4326,48.292499,-18.866111,POINT (846963.4481209577 7910760.859848028),9,0,False,Coffea_millotii,1023.0,7.0,179.0,7592.0,10.0,9.0,14.0,2.0,60.0
millotii_2678,4326,48.2925,-18.86611,POINT (846963.5556543547 7910760.968677763),9,0,False,Coffea_millotii,1023.0,7.0,179.0,7592.0,10.0,9.0,14.0,2.0,60.0
millotii_2679,4326,48.31888,-18.86944,POINT (849739.0276151416 7910340.056757211),9,0,False,Coffea_millotii,1009.0,4.0,276.0,7805.0,11.0,7.0,14.0,2.0,66.0
millotii_2680,4326,48.318888,-18.869444,POINT (849739.8630834795 7910339.597755337),9,0,False,Coffea_millotii,1009.0,4.0,276.0,7805.0,11.0,7.0,14.0,2.0,66.0
millotii_2681,4326,48.556111,-19.158611,POINT (874113.995799795 7877808.812782688),9,0,False,Coffea_millotii,640.0,18.0,106.0,7313.0,10.0,11.0,14.0,2.0,37.0
millotii_2682,4326,48.88333,-17.53333,POINT (912427.4984726268 8057228.592867632),9,0,False,Coffea_millotii,712.0,17.0,113.0,7026.0,10.0,11.0,16.0,2.0,1.0
millotii_2683,4326,48.89306,-17.53333,POINT (913462.1791879049 8057207.406689122),9,0,False,Coffea_millotii,564.0,8.0,292.0,7792.0,10.0,11.0,16.0,2.0,1.0
millotii_2684,4326,49.198056,-18.036111,POINT (944650.4678264419 8000769.263014873),9,0,False,Coffea_millotii,254.0,13.0,125.0,7332.0,10.0,11.0,4.0,2.0,0.0
millotii_2685,4326,49.20333,-17.93167,POINT (945472.6748098711 8012336.842000635),9,0,False,Coffea_millotii,321.0,9.0,156.0,7510.0,10.0,11.0,16.0,2.0,13.0
millotii_2686,4326,49.203333,-17.931667,POINT (945473.0007453524 8012337.167431456),9,0,False,Coffea_millotii,321.0,9.0,156.0,7510.0,10.0,11.0,16.0,2.0,13.0
millotii_2687,4326,49.45,-14.7,POINT (979491.6478622243 8370122.903799985),9,0,False,Coffea_millotii,1652.0,17.0,32.0,8436.0,10.0,9.0,14.0,2.0,95.0
millotii_2688,4326,49.45445,-17.704817,POINT (972728.9371479002 8036875.3977328995),9,0,False,Coffea_millotii,49.0,7.0,170.0,7377.0,10.0,10.0,4.0,2.0,67.0
millotii_2689,4326,49.550833,-13.218889,POINT (993530.3992038402 8534169.098471293),9,0,False,Coffea_millotii,839.0,18.0,339.0,7857.0,10.0,9.0,14.0,1.0,100.0
millotii_2690,4326,49.733333,-15.433333,POINT (1008329.1988536721 8288147.615367182),9,0,False,Coffea_millotii,12.0,1.0,193.0,7744.0,1.0,21.0,4.0,2.0,10.0
millotii_2691,4326,49.75,-15.48333,POINT (1009999.8215045406 8282561.460954085),9,8,False,Coffea_millotii,,,,,,,25.0,,
millotii_2692,4326,49.76666,-15.5,POINT (1011750.9490295218 8280672.255339981),9,2,False,Coffea_millotii,75.0,14.0,264.0,7639.0,,6.0,14.0,,100.0
millotii_2693,4326,49.766667,-15.5,POINT (1011751.7020515209 8280672.238558915),9,2,False,Coffea_millotii,75.0,14.0,264.0,7639.0,,6.0,14.0,,100.0
millotii_2694,4326,49.7694,-15.4944,POINT (1012059.554343913 8281286.953108297),9,2,False,Coffea_millotii,183.0,17.0,79.0,7781.0,,6.0,14.0,,100.0
millotii_2695,4326,49.786667,-16.4525,POINT (1011467.5626294343 8174949.434287034),9,0,False,Coffea_millotii,291.0,4.0,62.0,7830.0,10.0,11.0,14.0,2.0,96.0
millotii_2696,4326,49.7904,-16.474388,POINT (1011809.5522510451 8172511.551373301),9,0,False,Coffea_millotii,198.0,13.0,111.0,7457.0,10.0,11.0,14.0,2.0,84.0
millotii_2697,4326,49.861111,-14.401111,POINT (1024587.2632736877 8402367.690688357),9,0,False,Coffea_millotii,410.0,24.0,157.0,6554.0,10.0,9.0,14.0,14.0,100.0
millotii_2698,4326,49.86666,-15.41666,POINT (1022718.9453758032 8289676.918568408),9,6,False,Coffea_millotii,,,,,1.0,,25.0,2.0,
millotii_2699,4326,49.95,-15.066667,POINT (1032573.7785120704 8328309.360523048),9,0,False,Coffea_millotii,1044.0,26.0,351.0,8265.0,10.0,9.0,14.0,2.0,98.0
millotii_2700,4326,49.96666,-15.61666,POINT (1032966.8390063938 8267236.987381329),9,0,False,Coffea_millotii,22.0,6.0,129.0,7601.0,10.0,10.0,16.0,2.0,20.0
millotii_2701,4326,49.96666,-15.68333,POINT (1032793.3942422657 8259838.671954938),9,0,False,Coffea_millotii,327.0,21.0,280.0,7596.0,10.0,11.0,14.0,2.0,100.0
millotii_2702,4326,49.98194,-15.62083,POINT (1034599.2158839884 8266735.733773035),9,0,False,Coffea_millotii,306.0,16.0,329.0,8089.0,10.0,11.0,14.0,2.0,97.0
millotii_2703,4326,50.20694,-15.80555,POINT (1058293.3894898149 8245649.946468963),9,0,False,Coffea_millotii,32.0,4.0,323.0,7850.0,9.0,10.0,14.0,2.0,76.0
millotii_2704,4326,50.225,-15.6925,POINT (1060545.9073525586 8258151.101041327),9,0,False,Coffea_millotii,42.0,3.0,237.0,7691.0,10.0,11.0,16.0,2.0,51.0
millotii_2705,4326,50.25,-15.68333,POINT (1063259.6869843528 8259102.415066015),9,0,False,Coffea_millotii,52.0,5.0,183.0,7629.0,10.0,10.0,14.0,2.0,65.0
perrieri_3040,4326,44.050504,-18.043941,POINT (399505.0474384375 8004695.0450102035),9,0,False,Coffea_perrieri,43.0,1.0,213.0,7618.0,2.0,16.0,5.0,8.0,13.0
perrieri_3041,4326,44.145556,-22.707778,POINT (412245.6174909298 7488575.926597946),9,0,False,Coffea_perrieri,906.0,10.0,264.0,7553.0,9.0,18.0,22.0,6.0,100.0
perrieri_3042,4326,44.156111,-22.718056,POINT (413336.17977458896 7487444.3116107825),9,0,False,Coffea_perrieri,1026.0,4.0,147.0,7417.0,9.0,18.0,9.0,6.0,51.0
perrieri_3043,4326,44.263056,-22.845833,POINT (424389.89161773876 7473357.517090762),9,0,False,Coffea_perrieri,511.0,20.0,64.0,7633.0,9.0,18.0,7.0,6.0,19.0
perrieri_3044,4326,44.272222,-22.853611,POINT (425334.6020387369 7472501.129658243),9,0,False,Coffea_perrieri,417.0,2.0,118.0,7415.0,7.0,16.0,4.0,6.0,24.0
perrieri_3045,4326,44.287778,-22.820556,POINT (426912.9520842602 7476168.222233592),9,0,False,Coffea_perrieri,529.0,13.0,345.0,7973.0,7.0,18.0,6.0,6.0,18.0
perrieri_3046,4326,44.288056,-22.820833,POINT (426941.62881102914 7476137.694961881),9,0,False,Coffea_perrieri,529.0,13.0,345.0,7973.0,7.0,18.0,6.0,6.0,18.0
perrieri_3047,4326,44.324103,-18.035903,POINT (428460.9159202189 8005711.63349002),9,0,False,Coffea_perrieri,98.0,2.0,223.0,7656.0,9.0,18.0,6.0,8.0,0.0
perrieri_3048,4326,44.47222,-17.93972,POINT (444108.22822919185 8016404.290082602),9,0,False,Coffea_perrieri,226.0,7.0,256.0,7610.0,7.0,16.0,5.0,8.0,83.0
perrieri_3049,4326,44.472222,-17.939722,POINT (444108.44066143275 8016404.069405051),9,0,False,Coffea_perrieri,226.0,7.0,256.0,7610.0,7.0,16.0,5.0,8.0,83.0
perrieri_3050,4326,44.516667,-18.027778,POINT (448840.6253517031 8006674.421943056),9,0,False,Coffea_perrieri,340.0,15.0,56.0,7835.0,7.0,6.0,5.0,8.0,100.0
perrieri_3051,4326,44.56194,-18.11139,POINT (453654.65719434153 7997435.553621855),9,0,False,Coffea_perrieri,272.0,9.0,170.0,7307.0,7.0,6.0,5.0,8.0,68.0
perrieri_3052,4326,44.561944,-18.111388,POINT (453655.07986227487 7997435.775907729),9,0,False,Coffea_perrieri,272.0,9.0,170.0,7307.0,7.0,6.0,5.0,8.0,68.0
perrieri_3053,4326,44.561944,-18.111389,POINT (453655.0801252412 7997435.6652677115),9,0,False,Coffea_perrieri,272.0,9.0,170.0,7307.0,7.0,6.0,5.0,8.0,68.0
perrieri_3054,4326,44.791667,-19.141667,POINT (478091.55900699616 7883484.226403832),9,0,False,Coffea_perrieri,62.0,2.0,266.0,7606.0,7.0,5.0,7.0,8.0,10.0
perrieri_3055,4326,45.116667,-16.216667,POINT (512468.8527984641 8207094.340897022),9,0,False,Coffea_perrieri,10.0,1.0,266.0,7741.0,2.0,16.0,6.0,8.0,9.0
perrieri_3056,4326,45.365556,-21.188611,POINT (537944.0601335384 7656934.283102252),9,0,False,Coffea_perrieri,686.0,16.0,212.0,6663.0,6.0,22.0,22.0,18.0,8.0
perrieri_3057,4326,45.375278,-22.153056,POINT (538695.0066782292 7550183.945195066),9,0,False,Coffea_perrieri,522.0,4.0,285.0,7602.0,6.0,18.0,6.0,18.0,0.0
perrieri_3058,4326,45.375278,-22.486389,POINT (538603.2248409083 7513286.641513546),9,0,False,Coffea_perrieri,977.0,16.0,226.0,6979.0,6.0,22.0,23.0,18.0,3.0
perrieri_3059,4326,45.985053,-17.067958,POINT (604818.6700343543 8112662.606182978),9,0,False,Coffea_perrieri,175.0,7.0,31.0,7933.0,7.0,20.0,7.0,8.0,52.0
perrieri_3060,4326,45.989,-17.06269,POINT (605241.6544511776 8113243.330755414),9,0,False,Coffea_perrieri,169.0,5.0,223.0,7472.0,7.0,20.0,5.0,8.0,21.0
perrieri_3061,4326,45.989986,-17.052635,POINT (605352.2245996634 8114355.277964734),9,0,False,Coffea_perrieri,130.0,2.0,42.0,7790.0,7.0,20.0,1.0,8.0,15.0
perrieri_3062,4326,45.993359,-17.044592,POINT (605715.7257931107 8115243.328301542),9,0,False,Coffea_perrieri,144.0,11.0,129.0,7456.0,7.0,20.0,5.0,8.0,54.0
perrieri_3063,4326,46.015693,-17.117573,POINT (608050.7222855763 8107156.467825541),9,0,False,Coffea_perrieri,137.0,2.0,39.0,7796.0,7.0,6.0,4.0,8.0,17.0
perrieri_3064,4326,46.015711,-17.117819,POINT (608052.495283464 8107129.240210309),9,0,False,Coffea_perrieri,137.0,2.0,39.0,7796.0,7.0,6.0,4.0,8.0,17.0
perrieri_3065,4326,46.109722,-24.310833,POINT (612602.9442835674 7310910.256040464),9,0,False,Coffea_perrieri,427.0,13.0,161.0,6633.0,9.0,22.0,7.0,6.0,0.0
perrieri_3066,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),9,0,False,Coffea_perrieri,372.0,12.0,271.0,7183.0,9.0,22.0,12.0,6.0,99.0
perrieri_3067,4326,46.15777,-24.33638,POINT (617455.2353885227 7308041.618179116),9,0,False,Coffea_perrieri,233.0,2.0,235.0,7307.0,9.0,6.0,12.0,6.0,99.0
perrieri_3068,4326,46.333889,-24.560833,POINT (635084.8917711123 7283025.482374048),9,0,False,Coffea_perrieri,253.0,1.0,247.0,7366.0,10.0,18.0,7.0,6.0,0.0
perrieri_3069,4326,46.473056,-25.023333,POINT (648628.1582743296 7231660.343782023),9,0,False,Coffea_perrieri,38.0,2.0,246.0,7214.0,10.0,6.0,12.0,5.0,63.0
perrieri_3070,4326,46.599722,-24.793889,POINT (661709.4533303161 7256927.456371114),9,0,False,Coffea_perrieri,139.0,3.0,149.0,7145.0,10.0,6.0,12.0,6.0,100.0
perrieri_3071,4326,46.6,-24.8,POINT (661729.6310659264 7256250.311009459),9,0,False,Coffea_perrieri,139.0,3.0,149.0,7145.0,10.0,6.0,12.0,6.0,100.0
perrieri_3072,4326,46.60223,-24.80373,POINT (661950.2327868177 7255834.555691512),9,0,False,Coffea_perrieri,135.0,4.0,267.0,7102.0,10.0,6.0,12.0,6.0,100.0
perrieri_3073,4326,46.603611,-24.806111,POINT (662086.7480779089 7255569.211479658),9,0,False,Coffea_perrieri,128.0,4.0,212.0,7154.0,10.0,6.0,12.0,6.0,98.0
perrieri_3074,4326,46.611944,-24.806111,POINT (662929.1598642055 7255559.291154195),9,0,False,Coffea_perrieri,128.0,4.0,212.0,7154.0,10.0,6.0,12.0,6.0,98.0
perrieri_3075,4326,46.639722,-25.023333,POINT (665447.2146653433 7231467.0431410335),9,0,False,Coffea_perrieri,126.0,3.0,316.0,7346.0,10.0,6.0,7.0,5.0,79.0
perrieri_3076,4326,46.673333,-24.798889,POINT (669145.0586935519 7256284.505210571),9,0,False,Coffea_perrieri,177.0,11.0,154.0,6728.0,10.0,6.0,12.0,6.0,82.0
perrieri_3077,4326,46.783333,-22.316667,POINT (683686.9111723022 7531036.031000691),9,0,False,Coffea_perrieri,682.0,2.0,65.0,7579.0,10.0,22.0,7.0,17.0,0.0
perrieri_3078,4326,47.01973,-16.763061,POINT (715292.3355482183 8145561.28358515),9,0,False,Coffea_perrieri,42.0,1.0,320.0,7739.0,6.0,18.0,6.0,20.0,0.0
perrieri_3079,4326,47.781762,-14.79531,POINT (799445.7802546229 8362456.057627623),9,0,False,Coffea_perrieri,185.0,4.0,54.0,7925.0,6.0,16.0,2.0,9.0,43.0
perrieri_3080,4326,47.863889,-21.3825,POINT (796967.0982798996 7632811.5735395495),9,0,False,Coffea_perrieri,201.0,15.0,48.0,7777.0,10.0,11.0,16.0,3.0,0.0
perrieri_3081,4326,47.867222,-21.376389,POINT (797325.2827298145 7633482.240114497),9,0,False,Coffea_perrieri,92.0,13.0,173.0,6717.0,10.0,11.0,16.0,3.0,16.0
perrieri_3082,4326,49.76667,-14.28333,POINT (1014644.5765683387 8415647.875472417),9,0,False,Coffea_perrieri,617.0,25.0,279.0,7545.0,10.0,9.0,16.0,14.0,71.0
pervilleana_3083,4326,44.28417,-17.54361,POINT (424026.1871600385 8060163.433476245),9,0,False,Coffea_pervilleana,91.0,2.0,65.0,7729.0,9.0,18.0,7.0,8.0,27.0
pervilleana_3084,4326,44.2843,-17.543506,POINT (424039.94182844 8060174.991797281),9,0,False,Coffea_pervilleana,91.0,2.0,65.0,7729.0,9.0,18.0,7.0,8.0,27.0
pervilleana_3085,4326,44.30139,-18.01528,POINT (426048.19479896803 8007984.497489377),9,0,False,Coffea_pervilleana,71.0,5.0,143.0,7600.0,9.0,18.0,6.0,8.0,0.0
pervilleana_3086,4326,44.301506,-18.015404,POINT (426060.52627860074 8007970.82406396),9,0,False,Coffea_pervilleana,71.0,5.0,143.0,7600.0,9.0,18.0,6.0,8.0,0.0
