specimen_id,latitude,longitude
C_richardii_A575_15,-17.913889,49.318056
C_richardii_A575_16,-17.965278,49.3275
C_richardii_A575_17,-18.057222,49.340278
C_richardii_A575_18,-17.429905,49.370938
C_richardii_A575_19,-17.500201,49.380748
C_richardii_A575_20,-17.28333,49.38333
C_richardii_A575_21,-17.28333,49.4
C_richardii_A575_22,-17.287778,49.410833
C_richardii_A575_23,-17.780204,49.411718
C_richardii_A575_24,-17.667906,49.422757
C_richardii_A575_25,-17.7,49.43333
C_richardii_A575_26,-17.7,49.45
C_richardii_A575_27,-17.70305,49.45833
C_richardii_A575_28,-17.705556,49.459444
C_richardii_A575_29,-17.636398,49.506512
C_richardii_A575_30,-17.665406,49.551854
C_richardii_A575_31,-17.626077,49.555672
C_richardii_A575_32,-16.916667,49.583333
C_richardii_A575_33,-15.91666,49.71666
C_richardii_A575_34,-15.3,49.866667
C_richardii_A575_35,-15.3,49.86667
C_richardii_A575_36,-14.112778,49.990556
C_richardii_A575_37,-14.1,50.0
C_richardii_A575_38,-14.100833,50.007222
C_richardii_A575_39,-14.101111,50.016389
C_richardii_A575_40,-14.10777,50.03972
C_richardii_A575_41,-14.101389,50.041667
C_richardii_A575_42,-14.108333,50.042222
C_tetragona_A252_1,-18.033509,44.315803
C_tetragona_A252_2,-18.03361,44.31583
C_tetragona_A252_3,-18.035903,44.324308
C_tetragona_A252_4,-18.03583,44.32444
C_tetragona_A252_5,-18.032096,44.497196
C_tetragona_A252_6,-18.04778,44.50722
C_tetragona_A252_7,-18.047778,44.507222
C_tetragona_A252_8,-18.061111,44.516667
C_tetragona_A252_9,-15.03306,47.78667
C_tetragona_A252_10,-21.033333,47.866667
C_tetragona_A252_11,-21.374722,47.8675
C_tetragona_A252_12,-13.77,47.99
C_tetragona_A252_13,-13.77222,47.99889
C_tetragona_A252_14,-13.78333,48.5
C_tetragona_A252_15,-13.79638,48.80222
C_tsirananae_A515_1,-21.382389,47.863972
C_tsirananae_A515_2,-12.923056,49.086389
C_tsirananae_A515_3,-12.921389,49.093889
C_tsirananae_A515_4,-12.916667,49.116667
C_tsirananae_A515_5,-12.9,49.133333
C_tsirananae_A515_6,-12.233333,49.15
C_tsirananae_A515_7,-12.233333,49.166667
C_tsirananae_A515_8,-12.347115,49.201725
C_tsirananae_A515_9,-12.17833,49.21111
C_tsirananae_A515_10,-12.165556,49.218611
C_tsirananae_A515_11,-12.50737,49.219958
C_tsirananae_A515_12,-12.254734,49.220055
C_tsirananae_A515_13,-12.25,49.25
C_tsirananae_A515_14,-12.266667,49.25
C_tsirananae_A515_15,-12.267834,49.251149
C_tsirananae_A515_16,-12.382886,49.251716
C_tsirananae_A515_17,-12.314212,49.266346
C_tsirananae_A515_18,-12.403209,49.281018
C_tsirananae_A515_19,-12.355806,49.286155
C_tsirananae_A515_20,-12.30587,49.297935
C_tsirananae_A515_21,-12.17709,49.299349
C_tsirananae_A515_22,-12.239535,49.322106
C_tsirananae_A515_23,-12.338667,49.322727
C_tsirananae_A515_24,-12.37262,49.322867
C_tsirananae_A515_25,-12.276174,49.333392
C_tsirananae_A515_26,-12.3225,49.336944
C_tsirananae_A515_27,-12.323889,49.3375
C_tsirananae_A515_28,-12.302029,49.340235
C_tsirananae_A515_29,-12.383784,49.352042
C_tsirananae_A515_30,-12.37361,49.35305
C_tsirananae_A515_31,-12.373611,49.353056
C_tsirananae_A515_32,-12.251702,49.355849
C_tsirananae_A515_33,-12.35083,49.35805
C_tsirananae_A515_34,-12.366667,49.358333
C_tsirananae_A515_35,-12.366667,49.366667
C_tsirananae_A515_36,-12.051886,49.370555
C_tsirananae_A515_37,-12.226533,49.371244
C_tsirananae_A515_38,-12.366895,49.389809
C_tsirananae_A515_39,-12.255726,49.397008
C_vatovavyensis_A830_1,-21.383333,47.866667
C_vatovavyensis_A830_2,-21.4,47.933333
C_vianneyi_A946_1,-21.382389,47.863972
C_vianneyi_A946_2,-21.383333,47.866667
C_vianneyi_A946_3,-21.377889,47.867861
