env_77_veg_16,clim_60_pet5_may,env_79_forcov,clim_34_prec10_oct,clim_39_isotherm,clim_69_cwd_annual,env_76_soi_9,env_76_soi_10,clim_40_temp_season,env_78_wat_3,clim_70_ndm_per_year,env_73_asp,env_77_veg_14,env_76_soi_11,env_71_alt,caffeine_percent
0.9856657091149716,71.99416669494951,14.649983376269422,169.17640987230348,59.160453233174536,28.44738364969161,-0.02753027751559788,0.03188505930978608,2505.459981344559,1.0094101594190381,1.0096361458347483,357.307888027226,0.008179665242207144,1.0116919527037473,182.83669660030162,0.698709416728583
1.0112369084318333,90.81760943460095,4.124592969260959,157.53742548799374,60.03672111813433,12.984045514116161,-0.024003870774871264,0.9880712742106564,2259.527166942305,0.0002795102460499712,1.2919611320708801,305.4813054508076,0.010532147118064166,0.0019736392210462084,185.89385504243063,0.031180876951805984
1.0014397794290921,93.08643099000487,-0.2540854001379798,159.4698804515823,58.69855290132971,-0.48192404219919577,-0.028481896941512982,1.0232179999971514,2262.794298328645,0.0010162923373973256,1.2736499700454817,134.62732578876148,-0.0010122968447872818,0.003399078060850161,67.31973205234372,0.029668394774791287
-0.014848193116896382,91.95140051985916,60.61064913632691,106.20994175218624,67.20471801911822,563.977298539021,-0.030754917891209595,0.02657533586115811,1803.911012250184,-0.0012491144174533036,8.004513231861186,208.50062567430163,0.029319481485286625,-0.007397361696348011,252.50546464681824,0.061483635133058726
1.015016697517182,95.0953983158453,33.30338794178938,146.35397806133108,57.17612954339753,-17.191287709384813,-0.026920794210878417,0.02310983612991298,2184.70345531865,0.005700578294307079,0.9457071998912774,118.35207010268596,-0.019081694382421684,-0.005067705053493188,1.9011664979968472,0.027461099073662287
0.0021258875345518623,63.60837432106523,104.76170714622207,106.16315794045468,67.06239856925279,218.0424090297481,1.0311748196679036,0.006687407470559104,2480.329487410813,0.001495912537361679,6.910580913769858,209.7502315348172,0.9748014929252816,0.03209262926625686,1065.9730826697903,0.7005124006972175
1.0072769503131611,91.01485690380889,1.5359178762919428,151.56691379120457,59.82704061573749,19.95409371277041,0.029098982128562278,-0.000980178094761735,2343.7567578161734,0.022260972785300447,0.9869039571819026,167.1342575785483,-0.00334934123800132,0.988466574894414,260.4881794306748,0.028650117341992225
1.031148627860318,91.82059384793617,26.037422475432326,142.90261109698636,61.93586082044232,3.57005704419602,-0.008797932910549942,0.00227643513025253,2169.312020245716,0.008832694507507358,1.2556400234444545,344.59296903475024,-0.03258922105509168,0.036657402999927154,44.86588240132407,0.6987246821130473
0.9781585064373106,91.98250868856242,0.32389169833334497,149.63086909373976,60.22513862590492,0.8836136820285435,-0.00025399070595925427,0.9980561313094396,2228.8025886808236,0.0035091115450953986,0.9093532774326707,274.5508136073357,-0.020622470960615077,0.013488116643724806,49.14036832334625,0.029518935889897915
1.0162279881405858,75.71834995935195,15.722499604095278,173.4438387515682,60.36082671384732,40.23869497572487,-0.026681284587880223,-0.020786190190564248,2515.538376937945,1.0180045873574222,1.0435648109531395,165.89424081594697,0.02105257207993549,0.9761811624458868,89.42937588012036,0.02894743845632741
0.008509465518057206,114.97447876243992,70.32567026143495,168.2130830524418,70.90868083411661,465.8727528788523,-0.027323978956657075,-0.006140584300048737,1228.2383399599973,0.02557694338857241,7.009638105461187,64.3681144855452,-0.008828013125914044,-0.013564693117872388,117.97048261310874,0.7015125460593982
0.9762176919279807,77.00537117813798,-2.741056683065354,174.69698156997137,60.34859948268816,31.617933540603925,0.0069284388832891956,-0.005934783047295484,2493.554701591222,1.002985888458311,0.6757959221526197,8.287062202009906,0.0006402824571397432,1.0088339376682594,82.15363737905771,0.030908583657673284
-0.05665276707537479,97.29552665413279,77.01121244462915,97.68572195896205,64.82983559943337,46.51395115453029,0.021607422189072377,-0.006654184087364011,1812.8859670790532,0.0008505781625654653,3.887829878011972,187.22653056306777,0.9952678823696823,-0.023878344911194976,216.00853190702173,0.01762834152740343
-0.02438960905960746,76.74843188024991,98.44667269853008,113.57508361649242,63.792646917321576,21.70944433381082,0.9865522575748996,-0.026665932472207866,2255.1484062068007,-0.002500645614864612,0.9492453373187236,175.31912608238574,0.9954424440106192,-0.05355322154600329,643.6953704106726,0.03189492034302174
0.9843342267071263,64.27623072788764,96.30509100434594,107.84000201968811,70.63134400575736,58.28141567609498,1.0361911622907851,0.008921951072958756,2226.8192579333463,-0.004003749823224132,4.188722415456118,55.93948663471243,-0.007384225655111962,-0.03655106616597885,1556.144965332705,0.03157146737643664
-0.013915707315708065,92.42533779848806,101.08194757501936,144.8014552195408,61.97542488479279,8.030494724829525,0.04285711478262556,0.007113137121005335,2148.2511247303446,-0.0241672040319477,-0.31286186290852613,287.64891091030455,0.019070351092049312,-0.004420888391026624,30.910729482632156,0.03201250559418261
-0.009888120808384328,88.19244594742948,74.8886149206523,141.91789496513383,59.20425928504494,12.865788311753327,0.04430022881662188,0.017909638982100757,2460.608452164281,0.02001565129194769,1.151240647874133,220.1720978138841,1.0267894898710235,-0.04101740767545103,505.1596149679374,0.027048074569456265
1.0377218256939595,73.59169007842463,-0.6952515744556864,170.01707375117985,59.87177298846053,31.607503429084566,0.01985715022161236,-0.005171240753765936,2501.6839957420843,0.9832434738805813,1.1055118861326367,49.30100082808523,0.003066346578666169,0.9600554261596287,211.47881448772694,0.036245720945429015
-0.05391998996100299,93.54582523986404,38.98672171991808,105.52946906111694,67.13713226836708,596.5941447484745,0.06576183529606097,0.026007645629683177,1826.7630287025522,-0.004301602603209881,7.846323175000159,234.41935358605116,-0.015314146554708034,0.034416218788559105,245.92753473045752,0.045194863243517805
0.9998167055463756,76.94409476953504,0.3637979249449787,171.79729491496403,59.7921465926475,13.313654011206093,-0.0074147781687616,0.018465190800863424,2505.7250045925775,0.9831519122358472,0.8280116582812377,9.941793137688938,-0.01037763053718383,1.027473562206194,61.94144547861122,0.02805488560383969
0.963499134164547,74.53285013007896,67.84844262705812,114.9907068114129,63.66838814757825,16.63989672374727,0.0003377204633710693,0.010536784647769684,2339.8044562678847,-0.01156123521697168,0.8808013824811282,314.0042468868129,0.04265016669011793,0.995060648355452,453.02474509655053,0.01854868610912959
1.036785290825561,66.14038209780759,14.251212534385408,101.91255017181523,66.08915574982942,191.96010701470277,1.0000433237448134,0.0025106754149078845,2496.520751702127,-0.010646948249597643,6.824939346030139,287.3074757579174,-0.010586935780060867,0.004603278468009271,907.1343806749026,0.7019684561021678
0.9688456227941552,103.36404339108138,0.3587863382317775,97.3713261868578,65.19073917703712,68.35043194363621,-0.035344929557396584,0.9841934739620067,1772.0284953981832,0.022694513829053384,4.115053979552486,188.69738104022414,-0.015071949903578645,-0.029746365847664376,127.07094550199437,0.030276058334252044
0.9284957736680018,77.2998136355816,1.008521777372036,172.87698295651,58.91237122810921,12.673813234807021,-0.0070717886950997025,-0.02783542898512006,2469.4448973473473,0.9999125307293292,0.9161077715925262,248.53762004476448,0.014721864558885328,1.0061502119020624,37.161866581389134,0.06014811441883776
-0.0011768045798654404,64.87092656505622,99.84592002155931,105.82393968370971,66.06558732064214,201.44788409556634,0.9963724892796735,0.03730782751013881,2493.6169896577135,0.012469252875162333,6.996736384113149,18.172517052294875,0.01777394956238857,-0.015485403038362534,992.0714161438522,0.06106583271820622
-0.028359801177818594,65.36948939513306,63.74093884539618,102.67473703047554,71.3409587859552,99.57345213760648,1.0440555625529935,-0.0014909176334937239,2233.741115460061,-0.02004782745512464,5.89576535849868,319.7878648313343,-0.004694316665645413,0.005813533842503643,1428.2357860292495,0.040076047166817085
1.0071676374715326,66.70536309910577,11.869969759751674,104.45323041943489,66.32235915584317,201.76823738277338,1.0098395953604147,0.013628826094663465,2503.5788038243445,0.034431094323758814,6.979739032809421,287.86392049834916,0.01726409720323197,-0.021262610628194734,894.4210740700123,0.026852187269917702
1.0199164907386473,77.31580459365158,-1.5878698655094474,171.558026464629,60.194518511890905,32.780805927563904,-0.002246649572265117,0.009046214259961443,2486.962786491221,0.9833108073348886,0.9694649911602161,15.644919475364553,0.030261664461737853,1.0308881109365915,96.7208734488332,0.7020421774632927
-0.0030759559214947143,97.53498284024624,71.92088196441908,96.86454423251382,64.98924266693126,37.78484674219026,-0.01881015257982241,-0.007075421181031504,1823.436440929103,0.01038212021418721,3.9853072646373344,191.40470554773475,1.0046430258292751,-0.010897645971814208,209.36268154855856,0.6999767942474283
-0.02608784738509665,64.73221875667954,101.93196883513833,107.59978654127308,65.98860918323894,190.00602343859933,1.013128536331296,-0.018145458429108408,2492.5599165416506,0.008877790847016922,6.944971423110592,22.026876802490964,0.010867307697546711,-0.006819148817204942,972.1761418427218,0.064017236271965
0.9964455816578167,89.66377739640637,2.5243297748479687,147.19304882982942,62.22788405304116,4.408295431656999,-0.00040017523642946234,1.0072456204697124,2221.510733806768,0.01502482635877801,1.292695066124002,202.55330027581488,-0.041657569451502376,-0.0325550200655709,14.866144966520665,0.009808448045587538
1.0410626505008351,90.80411093537187,-0.95866189051386,146.42234116527052,62.11789017855843,10.550600248237599,0.0007139596709021151,0.012476138311349727,2261.506207342233,0.022558216204887554,0.8638095303989077,182.4404873921494,0.011024985154796134,0.9841896217146909,86.66229386468616,0.057156661166694114
1.0606889894390323,92.37273415870769,-0.1373816371494637,159.46878814595357,59.96855147677479,8.306946256565489,0.029643018607246593,0.9871910436617111,2253.693798509481,-0.019236980559819816,0.8263352317789292,12.93394983663616,-0.005832737539672321,0.022018564766418926,85.99688592660488,0.04225314686924657
-0.022644032234092795,94.62065935206269,68.23460755941989,146.99675528564956,58.06033643068316,10.913670436999398,-0.014665668067493061,-0.007211230059243344,2190.2727187422297,-0.00043155940863256304,0.5768525792730134,249.05429641795206,0.016508800679983282,0.02590109953574232,19.991323786483406,0.0282396061605469
1.0156547056266554,77.07673983699017,1.1262631760511634,169.53634705014258,59.997754946039066,9.393719536943824,0.0043511903996581395,0.02693147951874385,2502.987707923212,1.0147114128107289,1.0162955387691779,9.474258870080423,-0.019884508314319725,0.9915376592010253,63.449298255458196,0.0457419912407364
0.0026923992937914693,75.239455953921,85.3941986172922,115.22659471327131,63.85324548791306,20.090826378666723,0.028851120609981143,-0.028687355611023323,2298.5292967471196,0.024577830706940522,0.9344100841188756,253.02452803832495,0.993051408239513,1.0054662843607398,522.112921825612,0.029471261406504898
0.9982226506645594,76.27895148776192,18.77858303910199,175.1689510531271,60.18959091975635,22.18154156323731,-0.005489339247278783,-0.009980527782772003,2502.4014939022927,0.9974196681059846,0.9401645928633612,165.38842128913797,-0.012668167966022525,1.011154701002612,93.68477732985717,0.0300537480698271
0.025511168752833064,98.42229988001887,73.64532055873445,94.411981756882,65.08401702508189,27.34394614328015,0.007948547513549002,-0.021712896093713265,1826.5135561127026,-0.021100765248165385,4.013556582700544,193.44107979303064,0.9474185386328624,0.023175333310722367,174.87193731272305,0.021326476023631778
0.9835475569750118,92.68347397399401,30.61994216576167,140.93585189494013,57.2131545920176,22.922368323034725,0.02546009861419563,0.010793622863413309,2207.9777419385296,0.020504142759915096,1.0497876788398308,116.0104924357392,-0.019628506656878673,0.022612107039473108,-33.83685357308967,0.02760482374792549
-0.017377560380978208,93.995703516129,41.647762351056144,104.67475228073094,67.00770984497149,574.8030882674033,0.016269287308834635,-0.0014977256969885468,1796.983386811733,-0.014425528042409512,8.149678833643552,221.5333579691176,0.00013775745325542076,0.007102306328360001,257.5260750513051,0.02154907782856967
1.0192194140574524,76.58436524117732,0.9003752034512157,172.64421830451275,60.06237104793869,36.588554204142724,0.011433424077639002,-0.02413308635870237,2494.628295612251,1.0156839933392838,0.949302646299135,14.778628918980226,-0.0087851841202901,1.0173827295721827,110.54643151717576,0.03216889021603927
1.0132782264584543,104.0778819078685,0.940539306849963,94.62973183735147,64.83027235889185,70.17899724578358,-0.007704840241290422,1.0148184953764097,1788.741852471064,-0.028482699595789526,3.979878569839916,177.3356524586297,-0.008161006792607263,-0.011269807921077797,104.966264871615,0.030386800374726238
1.0455684746544147,75.57022178531712,1.1863611981777633,171.12933468586922,59.88624515057639,27.346159007637404,-0.02993367816124025,0.002794444533293696,2509.2046840504954,0.9922236058514595,1.2093893688512976,53.09319933743833,-0.013738621445990199,0.9907751024706692,229.52003698827605,0.02725943427524784
0.9573895898881658,73.78682525049715,0.9463303487740756,170.56813091664034,59.8688457600648,41.039449162480636,0.005908551082419749,-0.01156295594698264,2524.103365472618,1.0284362543705559,1.0847256255715851,44.79617067032543,0.004069505101876628,0.9689377721945551,190.85321512037953,0.03881030519093495
0.986103830863442,90.80329009019069,2.1809972709273393,157.49264463260573,60.11651202644744,8.628165734585432,0.006104994383328968,0.9857485716518735,2268.7848261267277,0.004239145684053783,0.7777816041193024,300.6093751620723,-0.003812024931963649,-0.04339454096479661,217.61012147941705,0.060254288885701536
0.9749511903401032,78.05966391674379,-1.491196473850788,172.10244655626013,60.21729096734536,20.804935385457284,0.013844197878699,0.000630133537311991,2499.7699591514092,1.014968267173574,0.9934586657127816,16.94675962317576,0.019478282741023263,1.0204479491664458,93.0266643540167,0.04666665564255999
0.04379589231970777,100.10889878984646,-0.7933176274353866,81.32329008133361,65.13750655190287,674.6991748106948,-0.024204324155092195,-0.008660968053148909,1887.1405491966775,-0.012970427581998385,7.914999086393761,217.53842529294172,0.018588456526819917,0.0008533390119942407,108.5045642418108,0.028132759629788173
-0.0009930342595283878,74.43342481872918,85.01796365233494,113.01355700672167,64.2036083696553,31.550197287610587,-0.0026629404381548114,0.00662515987739528,2315.60522042988,0.00598088638520403,0.898078745336605,263.5524121537325,1.0247317483496319,0.9991351099848104,516.5755035021804,0.028608412013076897
0.02189742072279174,100.15982349506402,1.016779238329192,80.61605193914257,64.95672214949873,687.0759366065843,0.022206552877732162,-0.004035939433527136,1891.200713190485,0.014385790546455987,8.00101962069409,354.6094088998141,-0.009834323212483431,-0.02032410495002405,74.9492309415019,0.028850070416757457
1.0066989237559865,75.39766165783512,64.38835552154356,116.90205499344141,64.19529487334331,21.808050738716545,0.012687190919763188,-0.009917580394818864,2314.610180756627,-0.010268632338828083,1.0083972504172665,304.22271867389134,-0.01493547615878407,1.0112979832445574,503.52575109209766,0.02892469127074868
0.9968468887089829,76.40639093428054,1.006674160911784,172.168227009531,59.92055039567836,25.47931371816037,0.025547512708759802,0.034550623360747816,2481.716002977038,1.0070820681108892,0.9714153802370523,20.850709070479013,0.009943222965916118,1.0308257397979979,101.4202185136574,0.0295719166316264
